customer_id,name,total_value,quartile,quartile_label
291,Jessica Valencia,10238.99,4,Bronze
223,Marie Jones,10208.38,4,Bronze
420,Michael Cooper,10071.07,4,Bronze
687,Charles Jones,9961.1,4,Bronze
327,Tyler Zuniga,9940.7,4,Bronze
326,Nicole Thompson,9928.68,4,Bronze
219,Gregory Mejia,9853.85,4,Bronze
789,James Moss,9852.8,4,Bronze
724,Adam Davis,9802.04,4,Bronze
244,Dylan Kim,9782.64,4,Bronze
545,Unknown Customer,9776.39,4,Bronze
672,Patrick Short,9709.49,4,Bronze
363,Mark Miller,9678.04,4,Bronze
638,Tiffany Moon,9610.88,4,Bronze
136,Brett Adams,9495.36,4,Bronze
52,Cynthia Calderon,9316.35,4,Bronze
722,Julie Griffin,9267.8,4,Bronze
190,Charles Miller,9208.12,4,Bronze
459,Sean Smith,9003.32,4,Bronze
257,Crystal Cain,8953.65,4,Bronze
11,Jessica Martin,8951.17,4,Bronze
231,Donald Bailey,8885.73,4,Bronze
346,Unknown Customer,8771.37,4,Bronze
479,Unknown Customer,8570.53,4,Bronze
486,Emily Williams,8210.12,4,Bronze
609,Morgan Phelps,7976.11,4,Bronze
800,Unknown Customer,7878.74,4,Bronze
53,Tina Martin,7727.01,4,Bronze
26,Rodney Lewis,7404.6,4,Bronze
489,Micheal Bonilla,7402.82,4,Bronze
538,Patricia Bush,7305.08,4,Bronze
471,Gerald Ruiz,7107.37,4,Bronze
110,Elizabeth Wood,7098.02,4,Bronze
715,Katie Kent,6954.78,4,Bronze
504,Laura Martinez,6924.66,4,Bronze
108,Christopher Cortez,6598.02,4,Bronze
472,Jose Williams,6531.2,4,Bronze
670,Adam Cortez,6499.31,4,Bronze
121,Brian Choi,6291.32,4,Bronze
295,Wendy Owens,6100.42,4,Bronze
623,Tara Williams,5779.12,4,Bronze
184,Vanessa Fernandez,5710.56,4,Bronze
780,Kathy Kent,5681.16,4,Bronze
510,Edgar Mendez,5573.92,4,Bronze
343,Brian Anderson,5454.72,4,Bronze
58,Eric Spears,5358.36,4,Bronze
764,Denise Page,5168.94,4,Bronze
467,Jamie Lawson,5133.78,4,Bronze
767,Garrett Garcia,4981.03,4,Bronze
523,Marcus Johnson,4774.39,4,Bronze
371,Robert Hart,4683.94,4,Bronze
387,Heather Knight,4621.15,4,Bronze
434,Leonard Hayes™,4430.6,4,Bronze
470,David Valenciañ,4306.08,4,Bronze
480,Alexandria Baker,4204.34,4,Bronze
717,Adrian Pena,4083.33,4,Bronze
100,Melissa Burke,4046.0,4,Bronze
450,Stephanie Murphy,3944.42,4,Bronze
566,Ashley Thompson,3857.23,4,Bronze
325,Audrey Nichols,3646.0,4,Bronze
9,Melissa Delacruz,3634.46,4,Bronze
649,Paul Frye,3344.05,4,Bronze
188,Bradley Logan,3305.7,4,Bronze
738,Jeffrey Haynes,3209.18,4,Bronze
321,John Williams,2927.9,4,Bronze
338,Vanessa Brooks,2646.06,4,Bronze
756,Anna Bradley,2537.1,4,Bronze
201,Lindsay Bruce,2194.0,4,Bronze
290,Scott Washington,2160.03,4,Bronze
563,Joseph Butler,2126.27,4,Bronze
575,William Bates,1209.33,4,Bronze
754,Melissa Gonzalez,1104.0,4,Bronze
407,Raymond Flores,1054.32,4,Bronze
640,Kaitlyn Evansñ,755.76,4,Bronze
194,Robert Wilcox,664.2,4,Bronze
403,Kevin Patton,625.14,4,Bronze
150,Eric Harrison,587.97,4,Bronze
62,Andrew Lee,448.64,4,Bronze
262,Tyler Jimenez,345.26,4,Bronze
695,Bill Wong😀,335.92,4,Bronze
154,Cynthia Brennan,261.8,4,Bronze
71,Diana Marshall,105.86,4,Bronze
