customer_id,name,r_score,f_score,m_score,segment
692,Erik Knight,3,2,2,Promising
593,Jessica Perez,3,4,2,Promising
324,Unknown Customer,3,2,2,Promising
369,Kyle Ward,3,2,2,Promising
574,Stephen Robinson,1,3,2,Promising
228,Paul Schroeder,2,5,2,Promising
134,Tara Powell,1,3,2,Promising
63,Darlene Ross,3,3,2,Promising
620,Timothy Alvarado,5,5,2,Promising
56,Laura Valencia,3,3,2,Promising
602,Elaine Nelson,2,3,2,Promising
225,Denise Morris,4,4,2,Promising
274,Shannon Roach,1,3,2,Promising
206,Karen Williams,4,3,2,Promising
364,Joseph Nunez,3,1,2,Promising
739,Amanda Haynes,5,3,2,Promising
49,Sarah Garciağ,3,3,2,Promising
167,Christopher Phillips,3,4,2,Promising
550,Raven Klein,5,3,2,Promising
33,Emily Joyce,3,3,2,Promising
677,Eugene Walker,1,3,2,Promising
543,Jamie Little,3,2,2,Promising
589,Shannon Clark,5,3,2,Promising
409,James Osborn,4,4,2,Promising
10,Mitchell Clark,3,2,2,Promising
380,Tiffany Smith,4,4,2,Promising
505,Nathan Mccoy,5,3,2,Promising
307,Laura Swanson,3,2,2,Promising
685,Kim Tucker,1,4,2,Promising
561,Lisa Turner,5,5,2,Promising
171,Angela Davis,5,3,2,Promising
592,Stephanie Mcclain,3,3,2,Promising
272,Unknown Customer,2,3,2,Promising
585,Steven Wilson,3,2,2,Promising
605,Ethan Kelley,1,3,2,Promising
263,Ryan Carney,3,1,2,Promising
89,Todd Price,3,2,2,Promising
301,Unknown Customer,3,1,2,Promising
391,Martin Campos,2,3,2,Promising
763,Richard Meadows,1,3,2,Promising
536,Kenneth Flores,3,3,2,Promising
172,Miguel Curry,4,3,2,Promising
460,Unknown Customer,3,2,2,Promising
737,Michelle Olson,3,4,2,Promising
442,Kimberly Youngω,2,3,2,Promising
614,Garrett Anderson,3,3,2,Promising
40,Jeff Brown,4,3,2,Promising
388,Juan Daniels,3,2,1,Promising
617,Paige Alexander,5,3,1,Promising
422,Andrew Cooper,4,3,1,Promising
339,Elizabeth Robinson,4,3,1,Promising
745,Leslie Villanueva,2,3,1,Promising
18,Allison Maddox,3,2,1,Promising
611,Unknown Customer,5,3,1,Promising
17,Erin Carlson,3,1,1,Promising
299,Brandon Williams,4,3,1,Promising
573,Unknown Customer,4,3,1,Promising
326,Nicole Thompson,3,1,1,Promising
672,Patrick Short,2,3,1,Promising
638,Tiffany Moon,3,1,1,Promising
52,Cynthia Calderon,4,4,1,Promising
257,Crystal Cain,3,1,1,Promising
479,Unknown Customer,3,1,1,Promising
486,Emily Williams,3,1,1,Promising
26,Rodney Lewis,3,1,1,Promising
670,Adam Cortez,3,1,1,Promising
343,Brian Anderson,1,3,1,Promising
58,Eric Spears,3,1,1,Promising
387,Heather Knight,3,1,1,Promising
188,Bradley Logan,3,1,1,Promising
201,Lindsay Bruce,3,1,1,Promising
407,Raymond Flores,3,1,1,Promising
695,Bill Wong😀,3,1,1,Promising
71,Diana Marshall,3,1,1,Promising
