customer_id,name,region,revenue,rank_in_region
500,Melissa Davis,South America,42617.24,32
308,Diana Stanton,South America,41697.76,33
624,Christian Wallace,South America,41233.73,34
399,Ricky Johnson,South America,41157.15,35
349,Nancy Anderson,South America,40119.12,36
728,Melissa Galvan,South America,40043.14,37
782,Unknown Customer,South America,37583.72,38
143,Mary Carpenter,South America,36809.41,39
347,Justin White,South America,36563.86,40
367,David Key,South America,36506.47,41
176,Derek Chavez,South America,35245.53,42
571,Erica Adams,South America,34565.16,43
595,Jessica Carlson,South America,34475.97,44
411,Robert Porter,South America,34254.95,45
533,Samuel Barnes,South America,33977.49,46
130,April Ramos,South America,33894.33,47
732,Jessica Hansen,South America,33204.04,48
482,Emily Wilson,South America,32985.92,49
542,Christopher Colon,South America,32937.84,50
419,Dan Perry,South America,32728.23,51
530,Julie Young,South America,32637.69,52
29,Jean Brown,South America,31781.51,53
400,Michelle Smith,South America,31240.45,54
331,Krystal Bradley,South America,31048.0,55
637,Lisa Garcia,South America,30656.28,56
704,Gabriel Nielsen,South America,30296.93,57
481,Brian Villarreal,South America,29386.78,58
491,Michael Franco,South America,29356.04,59
797,Tina Kramer,South America,27619.09,60
544,Kristen Ruiz,South America,27538.96,61
612,Lisa White,South America,27065.67,62
721,Becky Schroeder,South America,27057.71,63
796,Michael Moore,South America,26807.93,64
402,Joseph Adams,South America,26479.95,65
329,Troy Mays,South America,25799.29,66
67,Elizabeth Rivera,South America,25236.34,67
633,James Morgan,South America,25009.59,68
113,Joshua Lawrence,South America,24714.44,69
22,Amber Osborne,South America,23776.32,70
608,Jonathan Hall,South America,23719.22,71
662,Unknown Customer,South America,23701.62,72
24,Stacey Miller,South America,23005.2,73
574,Stephen Robinson,South America,22727.95,74
269,Patrick Bradley,South America,22183.12,75
445,Unknown Customer,South America,21930.17,76
239,Amanda Collins,South America,21684.97,77
187,Kimberly Palmer,South America,21513.44,78
73,Christine Davis,South America,20724.6,79
643,Brandi Bender,South America,20509.29,80
206,Karen Williams,South America,20285.16,81
33,Emily Joyce,South America,19782.81,82
359,Tyler Compton,South America,19773.25,83
118,Crystal Brown,South America,19710.95,84
589,Shannon Clark,South America,19574.61,85
505,Nathan Mccoy,South America,18904.76,86
605,Ethan Kelley,South America,17706.96,87
763,Richard Meadows,South America,17278.28,88
527,Nicholas Gross,South America,17070.11,89
250,David Allen,South America,16120.57,90
785,Jeff Fisher,South America,15961.52,91
40,Jeff Brown,South America,15235.83,92
388,Juan Daniels,South America,15144.97,93
742,Jill Salas,South America,14501.91,94
437,Kathleen Carter,South America,13679.29,95
180,Tammy Rush™,South America,13577.48,96
44,Alexandra Donovan,South America,12208.46,97
165,John Campos,South America,11611.11,98
17,Erin Carlson,South America,11170.33,99
355,Scott Fernandez,South America,11134.74,100
299,Brandon Williams,South America,11085.11,101
672,Patrick Short,South America,9709.49,102
800,Unknown Customer,South America,7878.74,103
504,Laura Martinez,South America,6924.66,104
343,Brian Anderson,South America,5454.72,105
470,David Valenciañ,South America,4306.08,106
717,Adrian Pena,South America,4083.33,107
290,Scott Washington,South America,2160.03,108
407,Raymond Flores,South America,1054.32,109
154,Cynthia Brennan,South America,261.8,110
86,Unknown Customer,Unknown,67625.27,1
582,Howard Davis✓,Unknown,61190.15,2
518,Joel Stewart,Unknown,47647.6,3
51,Cynthia Baker,Unknown,37709.06,4
702,Jason Martin,Unknown,32607.7,5
214,George Meza,Unknown,30263.16,6
175,Brandon Johnson,Unknown,23124.23,7
107,Lauren Peterson,Unknown,16663.62,8
300,Paul Cole,Unknown,14340.2,9
277,David Harris,Unknown,14191.39,10
273,Justin Hendricks,Unknown,12446.93,11
687,Charles Jones,Unknown,9961.1,12
486,Emily Williams,Unknown,8210.12,13
