customer_id,name,region,order_count,total_revenue
671,Sarah Rodriguez,Asia Pacific,2,18786.96
639,Tara Chavez,Africa,3,18497.22
762,Crystal Thomas,North America,2,18416.92
592,Stephanie Mcclain,Asia Pacific,3,18282.9
272,Unknown Customer,Africa,3,18227.82
109,Travis Mcguire,Asia Pacific,3,18137.93
725,Christopher Baker,Asia Pacific,1,18111.66
750,Jordan Dunn,Asia Pacific,2,17916.87
263,Ryan Carney,Europe,1,17675.89
107,Lauren Peterson,Unknown,2,17629.7
89,Todd Price,Middle East,2,17530.03
229,Cameron Davis,Europe,3,17323.72
286,Rachel Morgan,Middle East,2,17303.5
61,Jeffrey Velasquez,Africa,3,17258.3
511,Nicole Mendoza,Middle East,3,17243.23
300,Paul Cole,Unknown,3,17016.41
450,Stephanie Murphy,Europe,3,16982.05
348,Shane Starkñ,Africa,2,16912.98
34,Michelle Wright,Africa,3,16831.76
536,Kenneth Flores,Asia Pacific,4,16771.32
18,Allison Maddox,Africa,3,16769.6
180,Tammy Rush™,South America,3,16614.38
172,Miguel Curry,Asia Pacific,3,16440.94
559,Charlotte Steele,North America,2,16165.32
250,David Allen,South America,2,16120.57
617,Paige Alexander,Asia Pacific,4,16055.92
764,Denise Page,Asia Pacific,2,16022.01
338,Vanessa Brooks,Middle East,2,16019.14
785,Jeff Fisher,South America,1,15961.52
573,Unknown Customer,Middle East,4,15909.28
737,Michelle Olson,Europe,4,15785.39
442,Kimberly Youngω,Middle East,3,15748.46
473,Jennifer Wang,Africa,2,15598.09
614,Garrett Anderson,Africa,3,15534.91
628,Martin Saunders,North America,1,15459.38
696,Amy Thompson,Middle East,2,15327.97
327,Tyler Zuniga,Asia Pacific,2,15194.98
110,Elizabeth Wood,Middle East,4,15102.55
652,Kelly Thompson,Middle East,2,15066.47
638,Tiffany Moon,Asia Pacific,2,15020.41
340,Michael Stark,Asia Pacific,1,14773.8
82,Kimberly Washington,Asia Pacific,2,14616.07
339,Elizabeth Robinson,North America,3,14518.48
742,Jill Salas,South America,2,14501.91
756,Anna Bradley,North America,2,14293.38
277,David Harris,Unknown,1,14191.39
387,Heather Knight,Europe,3,14146.62
687,Charles Jones,Unknown,3,14104.4
100,Melissa Burke,Europe,2,14092.43
309,George Fuller,Middle East,1,13812.06
5,Roberto Ramirez,Middle East,1,13765.58
437,Kathleen Carter,South America,1,13679.29
545,Unknown Customer,Asia Pacific,3,13472.71
745,Leslie Villanueva,North America,3,13450.5
438,Stephen Newton,Europe,1,13305.51
375,Jack Preston,Africa,1,13150.23
114,Jeremy White,Europe,2,12981.19
59,Nicole Johnson,Middle East,2,12441.11
611,Unknown Customer,Middle East,3,12378.61
514,Paul White,Europe,1,12277.78
414,Tanya Miles,Africa,3,12273.37
694,Brad Clark,Asia Pacific,1,12039.97
223,Marie Jones,Europe,3,12031.56
748,Gregory Bray,Europe,1,11392.37
79,Elizabeth Travis,North America,3,11305.5
726,Sarah Morales,Africa,1,11292.8
282,Wesley Oneill,Middle East,1,11209.52
718,Ronald Richards,North America,1,11109.58
281,Erin Cooper,Middle East,1,11040.33
240,Micheal Valentine,North America,1,10637.17
291,Jessica Valencia,Middle East,2,10238.99
420,Michael Cooper,Africa,2,10071.07
219,Gregory Mejia,Africa,1,9853.85
672,Patrick Short,South America,3,9709.49
136,Brett Adams,Asia Pacific,1,9495.36
722,Julie Griffin,North America,2,9267.8
467,Jamie Lawson,Asia Pacific,2,9262.28
257,Crystal Cain,Asia Pacific,2,8953.65
11,Jessica Martin,Europe,1,8951.17
346,Unknown Customer,Africa,2,8771.37
141,James Greene,Europe,1,8481.18
715,Katie Kent,North America,2,8250.39
780,Kathy Kent,Asia Pacific,2,8070.11
609,Morgan Phelps,Europe,1,7976.11
800,Unknown Customer,South America,1,7878.74
446,Robert Brown,Asia Pacific,1,7872.5
53,Tina Martin,Asia Pacific,2,7727.01
480,Alexandria Baker,North America,4,7660.22
489,Micheal Bonilla,North America,2,7402.82
154,Cynthia Brennan,South America,3,7294.95
471,Gerald Ruiz,Asia Pacific,2,7107.37
108,Christopher Cortez,Asia Pacific,3,6725.18
773,Kaitlyn Wiley,Asia Pacific,1,6655.75
670,Adam Cortez,Europe,1,6499.31
295,Wendy Owens,Asia Pacific,1,6100.42
325,Audrey Nichols,North America,2,6058.45
203,Howard Thomas,Middle East,1,5947.43
343,Brian Anderson,South America,4,5764.17
188,Bradley Logan,Europe,2,5443.14
767,Garrett Garcia,North America,2,4981.03
735,Daryl Palmer,Asia Pacific,2,4969.49
795,Eric Davis,Africa,2,4935.3
774,Jeremy Davis,Asia Pacific,1,4899.44
434,Leonard Hayes™,Middle East,2,4430.6
470,David Valenciañ,South America,1,4306.08
566,Ashley Thompson,Europe,1,3857.23
321,John Williams,Asia Pacific,1,2927.9
447,Dustin Morris™,Middle East,1,2454.12
201,Lindsay Bruce,Africa,1,2194.0
290,Scott Washington,South America,2,2160.03
563,Joseph Butler,North America,1,2126.27
754,Melissa Gonzalez,Africa,1,1104.0
407,Raymond Flores,South America,1,1054.32
71,Diana Marshall,Africa,2,863.74
640,Kaitlyn Evansñ,North America,1,755.76
194,Robert Wilcox,Africa,1,664.2
403,Kevin Patton,Middle East,1,625.14
751,Michael Jimenez,Africa,1,402.2
262,Tyler Jimenez,Middle East,1,345.26
234,Jason Meza,South America,1,181.68
37,Melinda Martinδ,South America,0,
78,Steven Grant,Europe,0,
142,Kristy Perry,Middle East,0,
243,Ω,North America,0,
304,Catherine Robertson,Middle East,0,
320,Maria Nelson,Africa,1,
333,Tina Woods,North America,0,
396,Joseph James,Asia Pacific,0,
430,Janice Evans,Africa,1,
448,Unknown Customer,Africa,0,
522,James Anderson,Middle East,0,
534,Michael Bennett,South America,0,
565,Cameron Mckinney,Africa,0,
584,Monica Fisher,South America,0,
596,Matthew Valenzuela,Unknown,0,
607,Edward Davis,Asia Pacific,0,
654,Brandy Scott,South America,0,
668,Gregory King✓,Africa,0,
683,Lawrence Floyd,Asia Pacific,0,
711,Carol Rich,South America,0,
723,Kristi Owen,Africa,0,
