customer_id,name,region,order_count,avg_order_value,total_revenue,revenue_per_order,active_days,projected_annual_value
331,Krystal Bradley,South America,4,3881.0,31048.0,7762.0,943,12017.52
152,Jennifer Malone,Africa,3,3096.49,30964.92,10321.64,481,23497.29
106,Nicholas Johnson,Africa,4,3864.37,30914.99,7728.75,946,11928.09
452,Mallory Simpson,Africa,2,3091.47,30914.65,15457.33,46,245301.03
161,Daniel James,North America,3,3420.4,30783.61,10261.2,855,13141.54
378,Christine Estrada,Europe,3,2565.2,30782.44,10260.81,557,20171.62
386,Ariel Hodge,Europe,2,3417.23,30755.06,15377.53,87,129029.85
637,Lisa Garcia,South America,4,3406.25,30656.28,7664.07,958,11680.11
170,Donald Levy,Europe,3,3824.59,30596.71,10198.9,1048,10656.3
766,Melissa Martinez,Africa,3,3050.78,30507.77,10169.26,1416,7863.94
368,Randy Allen,Africa,3,2541.78,30501.3,10167.1,537,20731.8
516,Craig Sandoval,Middle East,3,4349.18,30444.23,10148.08,976,11385.39
341,James Herrera,Middle East,2,3373.27,30359.45,15179.73,341,32496.19
15,Jose Richards,Middle East,4,2528.19,30338.23,7584.56,991,11174.02
704,Gabriel Nielsen,South America,3,3787.12,30296.93,10098.98,624,17721.76
214,George Meza,Unknown,3,3362.57,30263.16,10087.72,1400,7890.04
476,Stephanie Allen,Asia Pacific,2,3772.11,30176.88,15088.44,815,13514.8
444,Amanda Carlson,North America,2,3015.39,30153.95,15076.98,458,24030.99
653,Willie Bennett,Middle East,4,3014.37,30143.66,7535.91,560,19647.21
197,David Brown,Asia Pacific,3,4296.81,30077.7,10025.9,432,25412.87
755,Robert Taylor,Middle East,2,2733.11,30064.16,15032.08,450,24385.37
28,Caleb Smith,Africa,3,2485.23,29822.81,9940.94,928,11729.88
275,Valerie Contreras,Africa,2,3307.77,29769.89,14884.94,122,89065.65
429,Brenda Bailey,Africa,2,3720.85,29766.81,14883.41,182,59697.17
179,Cory Jennings,Asia Pacific,2,3714.67,29717.36,14858.68,73,148586.8
552,Vanessa Graham,Middle East,3,2284.4,29697.25,9899.08,1104,9818.38
344,Steven Roman,Middle East,2,3707.98,29663.88,14831.94,559,19369.08
440,Amy Fritz,Middle East,4,2966.18,29661.83,7415.46,724,14953.82
495,Dana Foster,Africa,2,3295.7,29661.3,14830.65,675,16039.07
427,Amanda Diaz,North America,4,2956.49,29564.92,7391.23,737,14642.06
481,Brian Villarreal,South America,4,3265.2,29386.78,7346.69,1021,10505.56
491,Michael Franco,South America,3,3261.78,29356.04,9785.35,1397,7669.97
487,Steven Campbell,Asia Pacific,3,3256.53,29308.75,9769.58,1112,9620.23
655,Bill Mcfarland,Europe,2,3658.91,29271.24,14635.62,346,30878.62
224,Steven Spencer,Europe,3,2926.06,29260.56,9753.52,258,41395.75
99,Shelly Gonzalez,Asia Pacific,4,2234.57,29049.35,7262.34,731,14504.81
604,Chelsea Strickland,Africa,4,2409.66,28915.9,7228.98,767,13760.5
76,Reginald Hernandez,Europe,3,5716.73,28583.67,9527.89,778,13410.08
693,Michael Robinson,Middle East,3,2858.14,28581.45,9527.15,689,15141.12
580,Paul Johnson,Europe,5,2359.96,28319.56,5663.91,1373,7528.51
606,Jimmy Smith,Africa,2,5647.05,28235.26,14117.63,277,37205.31
535,Debra Mcdaniel,North America,1,4701.83,28210.99,28210.99,0,
699,Adam Macias,North America,3,2544.68,27991.53,9330.51,470,21738.1
93,Karen Decker,Europe,3,3102.6,27923.38,9307.79,804,12676.66
768,Kelli Warren,Europe,1,4648.69,27892.17,27892.17,0,
305,Brittney Romero,Middle East,3,2786.26,27862.56,9287.52,446,22802.32
68,Kyle Ortiz,Asia Pacific,3,3087.65,27788.87,9262.96,877,11565.49
417,Jonathan Dixon,Europe,2,2776.0,27759.97,13879.99,983,10307.62
255,John Sandoval,Asia Pacific,3,3076.68,27690.1,9230.03,904,11180.18
211,Jerry Hansen,Asia Pacific,2,3953.6,27675.21,13837.6,291,34712.89
797,Tina Kramer,South America,3,2761.91,27619.09,9206.36,858,11749.38
497,Mark Chavez,Middle East,1,4593.09,27558.56,27558.56,0,
544,Kristen Ruiz,South America,4,3442.37,27538.96,6884.74,468,21478.04
586,David Becker,North America,2,3442.05,27536.37,13768.18,268,37502.89
632,James Martinez,Asia Pacific,1,4580.66,27483.95,27483.95,0,
233,Debbie Henderson,Europe,3,3909.71,27368.0,9122.67,363,27518.79
641,James Weber,Middle East,3,3037.61,27338.45,9112.82,869,11482.78
144,Amanda Reed,Asia Pacific,4,3414.44,27315.54,6828.89,937,10640.53
556,Katherine Ayers,Europe,3,3023.8,27214.18,9071.39,1109,8956.88
302,Sheila Fischer,Middle East,2,3871.72,27102.06,13551.03,360,27478.48
612,Lisa White,South America,3,3866.52,27065.67,9021.89,526,18781.31
721,Becky Schroeder,South America,1,4509.62,27057.71,27057.71,0,
426,Jason Ramirez,Europe,3,2697.05,26970.45,8990.15,33,298309.52
796,Michael Moore,South America,2,4467.99,26807.93,13403.97,604,16200.16
583,Stacey Lam,Middle East,3,2230.41,26764.92,8921.64,1248,7827.88
227,John Kim,Africa,4,1906.16,26686.26,6671.56,888,10969.01
91,Elizabeth Miller,Asia Pacific,3,2959.55,26635.93,8878.64,828,11741.68
416,Deborah Rasmussen,Africa,3,3803.97,26627.8,8875.93,76,127883.51
60,Joseph Cobb,Middle East,3,2045.3,26588.96,8862.99,396,24507.5
431,John Wilson,Asia Pacific,3,2656.32,26563.2,8854.4,441,21985.41
402,Joseph Adams,South America,3,2206.66,26479.95,8826.65,158,61172.04
237,Colleen Orr,Africa,4,4401.89,26411.34,6602.84,325,29661.97
54,Charles Ware,Africa,2,3770.59,26394.13,13197.07,375,25690.29
680,Mark Anderson,Europe,2,3286.99,26295.89,13147.94,870,11032.18
659,Stephanie Montgomery,Middle East,4,2012.21,26158.67,6539.67,1097,8703.66
599,Kelsey Dean,North America,3,3729.09,26103.64,8701.21,882,10802.53
288,Christine Johnson,Middle East,3,2894.09,26046.81,8682.27,1143,8317.66
64,Gregory Estes,North America,2,5206.52,26032.6,13016.3,552,17213.59
202,Heather Johnson,Middle East,3,2883.88,25954.94,8651.65,179,52924.88
619,Matthew Mills,Asia Pacific,3,2591.12,25911.18,8637.06,476,19868.87
329,Troy Mays,South America,3,3224.91,25799.29,8599.76,35,269049.74
334,Sean Adams,Asia Pacific,2,2852.91,25676.22,12838.11,137,68407.45
293,Brent Dougherty,Europe,2,3667.24,25670.71,12835.35,105,89236.28
137,Anthony Mccoy,Asia Pacific,2,2325.87,25584.6,12792.3,542,17229.48
6,Michael Cooper,Middle East,4,2322.95,25552.41,6388.1,1102,8463.37
279,Unknown Customer,Africa,3,2834.0,25506.01,8502.0,432,21550.22
276,Kevin Moore,Middle East,2,3637.32,25461.21,12730.6,674,13788.34
490,Laura Hernandez,Middle East,4,2544.22,25442.16,6360.54,641,14487.35
372,Brandy Cortez,Africa,3,2826.4,25437.64,8479.21,621,14951.27
787,Charles Harrison,Middle East,2,3621.56,25350.89,12675.44,357,25918.98
45,Emily Evans,Asia Pacific,2,3161.99,25295.89,12647.94,59,156491.52
67,Elizabeth Rivera,South America,4,2523.63,25236.34,6309.09,626,14714.48
390,Francisco Allen,Middle East,3,2522.09,25220.9,8406.97,1232,7472.1
633,James Morgan,South America,4,2778.84,25009.59,6252.4,506,18040.51
736,Timothy Sanchez,North America,2,4155.65,24933.88,12466.94,118,77125.98
747,Sheila Johnson,Europe,3,3551.01,24857.09,8285.7,419,21653.55
323,Sarah Russell,Africa,2,2484.81,24848.09,12424.05,815,11128.29
166,Debbie Parker,Africa,3,4135.94,24815.66,8271.89,366,24747.86
254,Cynthia Zavala,Asia Pacific,3,2476.04,24760.41,8253.47,1064,8493.94
113,Joshua Lawrence,South America,3,2746.05,24714.44,8238.15,1205,7486.12
173,Daniel Hall,Europe,2,3528.04,24696.25,12348.13,117,77043.86
87,Kenneth Price,Asia Pacific,1,4904.94,24524.72,24524.72,0,
147,Laura Pearson,North America,3,3058.39,24467.12,8155.71,568,15722.71
139,Marilyn Jimenez,Africa,3,3491.25,24438.76,8146.25,568,15704.48
706,Catherine Ruiz,Asia Pacific,2,4877.88,24389.42,12194.71,246,36187.55
182,David Cunningham,North America,2,4049.11,24294.64,12147.32,1263,7021.02
778,Nicole Kim,North America,2,3452.18,24165.26,12082.63,1242,7101.71
786,Heidi Johnson,Asia Pacific,1,3969.95,23819.68,23819.68,0,
22,Amber Osborne,South America,2,3396.62,23776.32,11888.16,316,27463.15
608,Jonathan Hall,South America,2,3388.46,23719.22,11859.61,626,13829.9
662,Unknown Customer,South America,2,4740.32,23701.62,11850.81,651,13288.93
351,Steven Ball,Asia Pacific,3,3376.91,23638.36,7879.45,326,26466.26
13,Leslie Adams,Asia Pacific,4,2952.49,23619.96,5904.99,1420,6071.33
743,Christine Moore,Middle East,2,2950.07,23600.52,11800.26,915,9414.42
408,John Bennett,Asia Pacific,2,3368.17,23577.18,11788.59,154,55880.98
478,Jacqueline Martin,Europe,3,1964.76,23577.12,7859.04,274,31407.48
105,Joshua Hayes,North America,2,3911.26,23467.57,11733.78,24,356902.63
741,Patricia Adams,Africa,2,5822.11,23288.46,11644.23,438,19407.05
692,Erik Knight,Europe,2,3317.13,23219.93,11609.97,894,9480.17
593,Jessica Perez,Middle East,4,2579.8,23218.21,5804.55,482,17582.25
175,Brandon Johnson,Unknown,2,2890.53,23124.23,11562.11,662,12749.76
14,Nicole Day™,Africa,2,3842.1,23052.61,11526.31,885,9507.57
24,Stacey Miller,South America,2,2875.65,23005.2,11502.6,645,13018.45
324,Unknown Customer,Middle East,2,3816.69,22900.15,11450.08,290,28822.6
369,Kyle Ward,Asia Pacific,2,4577.14,22885.72,11442.86,262,31882.78
133,Lisa Pierce,Asia Pacific,1,3795.58,22773.46,22773.46,0,
574,Stephen Robinson,South America,3,1515.2,22727.95,7575.98,672,12344.79
228,Paul Schroeder,Middle East,5,2061.48,22676.26,4535.25,629,13158.72
700,Juan Hernandez,North America,1,3741.67,22450.05,22450.05,0,
540,Sara Fernandez,Europe,2,3725.14,22350.84,11175.42,137,59547.86
587,Victoria Cooper,Africa,2,2793.76,22350.05,11175.02,101,80769.98
90,Samantha Hooper,North America,2,3185.62,22299.35,11149.67,259,31425.72
269,Patrick Bradley,South America,2,3169.02,22183.12,11091.56,778,10407.25
134,Tara Powell,Middle East,3,2208.2,22081.96,7360.65,402,20049.54
558,Todd Lynch,North America,2,3677.38,22064.27,11032.14,150,53689.72
94,Brett Crane,North America,2,3146.94,22028.55,11014.27,254,31655.2
63,Darlene Ross,Europe,3,2439.92,21959.31,7319.77,1053,7611.73
445,Unknown Customer,South America,2,1993.65,21930.17,10965.08,74,108169.08
578,Rachel Trujillo,Africa,1,5455.85,21823.42,21823.42,0,
124,Michele Jones,Middle East,2,3630.42,21782.54,10891.27,81,98155.89
464,Robert Parks,Middle East,1,4349.97,21749.83,21749.83,0,
239,Amanda Collins,South America,2,2409.44,21684.97,10842.49,380,20828.98
187,Kimberly Palmer,South America,2,2151.34,21513.44,10756.72,461,17033.42
306,Thomas Smith,North America,2,2665.11,21320.86,10660.43,69,112784.26
784,David Gonzales,North America,2,1922.15,21143.67,10571.83,47,164200.84
620,Timothy Alvarado,Europe,5,2348.04,21132.4,4226.48,1394,5533.23
317,Keith Berry,Middle East,2,3500.82,21004.91,10502.45,510,15032.93
298,Melanie Jordan,Middle East,2,2990.89,20936.21,10468.1,342,22344.2
125,Ronald Stephens,North America,2,5201.83,20807.31,10403.66,36,210963.0
73,Christine Davis,South America,2,2590.58,20724.6,10362.3,131,57744.11
56,Laura Valencia,Middle East,3,3446.4,20678.39,6892.8,969,7789.07
602,Elaine Nelson,Europe,3,2295.57,20660.13,6886.71,955,7896.28
225,Denise Morris,Europe,4,2057.69,20576.86,5144.22,1060,7085.43
115,Angela Terry,Middle East,2,3420.64,20523.82,10261.91,866,8650.34
643,Brandi Bender,South America,1,3418.22,20509.29,20509.29,0,
524,Michelle Yu,Africa,2,2556.17,20449.39,10224.69,88,84818.49
274,Shannon Roach,Middle East,3,2903.54,20324.76,6774.92,342,21691.63
337,Christina Robinson,Europe,2,4059.79,20298.93,10149.47,231,32074.07
206,Karen Williams,South America,3,2535.64,20285.16,6761.72,869,8520.23
364,Joseph Nunez,Asia Pacific,1,3373.98,20243.86,20243.86,0,
572,Evelyn Wells,North America,2,10095.42,20190.84,10095.42,12,614138.05
739,Amanda Haynes,Asia Pacific,3,2872.03,20104.19,6701.4,1041,7049.02
49,Sarah Garciağ,Asia Pacific,3,2220.93,19988.36,6662.79,812,8984.92
167,Christopher Phillips,Africa,4,2207.94,19871.5,4967.88,937,7740.77
204,Cynthia Johnson,Africa,2,2831.91,19823.38,9911.69,749,9660.26
550,Raven Klein,Europe,3,2827.91,19795.36,6598.45,261,27683.17
33,Emily Joyce,South America,3,1978.28,19782.81,6594.27,1028,7024.05
359,Tyler Compton,South America,2,4943.31,19773.25,9886.63,378,19093.22
677,Eugene Walker,Europe,3,2471.38,19771.02,6590.34,417,17305.57
428,Michelle Rose,Asia Pacific,1,3945.93,19729.65,19729.65,0,
118,Crystal Brown,South America,2,2815.85,19710.95,9855.48,653,11017.61
543,Jamie Little,Asia Pacific,2,2805.61,19639.25,9819.63,28,256011.65
589,Shannon Clark,South America,3,2796.37,19574.61,6524.87,608,11751.21
409,James Osborn,Middle East,4,2793.17,19552.18,4888.05,1096,6511.45
730,Theresa Miller,Middle East,1,3249.5,19497.03,19497.03,0,
10,Mitchell Clark,Middle East,2,3878.18,19390.92,9695.46,166,42636.66
21,Unknown Customer,North America,2,2752.42,19266.91,9633.45,146,48167.27
380,Tiffany Smith,Asia Pacific,4,1602.0,19223.99,4806.0,795,8826.11
216,Matthew Cook,Middle East,2,2128.89,19160.0,9580.0,559,12510.55
127,Holly Bender,North America,2,2379.84,19038.71,9519.35,701,9913.17
505,Nathan Mccoy,South America,3,3150.79,18904.76,6301.59,1158,5958.75
307,Laura Swanson,Asia Pacific,2,2692.68,18848.77,9424.39,247,27853.45
685,Kim Tucker,Europe,4,2093.77,18843.89,4710.97,211,32597.25
561,Lisa Turner,Europe,5,3094.39,18566.34,3713.27,1384,4896.47
171,Angela Davis,Europe,3,2315.92,18527.35,6175.78,761,8886.31
762,Crystal Thomas,North America,2,4604.23,18416.92,9208.46,249,26996.69
592,Stephanie Mcclain,Asia Pacific,3,2611.84,18282.9,6094.3,1001,6666.59
272,Unknown Customer,Africa,3,2025.31,18227.82,6075.94,380,17508.3
151,Melissa Phelps,North America,2,2594.81,18163.65,9081.83,1093,6065.63
585,Steven Wilson,Asia Pacific,2,3613.3,18066.52,9033.26,1009,6535.46
322,Robert Love,Europe,1,3549.04,17745.19,17745.19,0,
605,Ethan Kelley,South America,3,2951.16,17706.96,5902.32,387,16700.36
263,Ryan Carney,Europe,1,3535.18,17675.89,17675.89,0,
757,Lisa Woods,Europe,2,1954.99,17594.9,8797.45,186,34527.63
103,Gregory Boyd,Africa,2,3515.02,17575.11,8787.56,483,13281.4
89,Todd Price,Middle East,2,1947.78,17530.03,8765.01,50,127969.22
301,Unknown Customer,Europe,1,2918.63,17511.8,17511.8,0,
146,Robert Flores,Asia Pacific,2,2909.18,17455.09,8727.55,757,8416.26
509,Felicia Thompson,Europe,2,2908.27,17449.65,8724.83,780,8165.54
159,Erica Moore,Africa,2,2491.76,17442.3,8721.15,857,7428.75
286,Rachel Morgan,Middle East,2,2471.93,17303.5,8651.75,736,8581.22
391,Martin Campos,North America,3,2882.92,17297.49,5765.83,591,10682.88
763,Richard Meadows,South America,3,2468.33,17278.28,5759.43,484,13030.11
229,Cameron Davis,Europe,2,2854.35,17126.1,8563.05,768,8139.36
527,Nicholas Gross,South America,1,2845.02,17070.11,17070.11,0,
348,Shane Starkñ,Africa,2,2416.14,16912.98,8456.49,788,7834.06
616,Kimberly Carr,Middle East,1,2809.16,16854.96,16854.96,0,
536,Kenneth Flores,Asia Pacific,3,2096.41,16771.32,5590.44,547,11191.1
107,Lauren Peterson,Unknown,1,4165.9,16663.62,16663.62,0,
172,Miguel Curry,Asia Pacific,3,1644.09,16440.94,5480.31,1205,4980.04
460,Unknown Customer,Africa,2,4075.09,16300.37,8150.19,444,13400.08
771,Michelle Nguyen,Africa,2,4049.19,16196.76,8098.38,163,36268.82
559,Charlotte Steele,North America,2,2694.22,16165.32,8082.66,146,40413.3
250,David Allen,South America,2,2302.94,16120.57,8060.28,512,11492.2
785,Jeff Fisher,South America,1,5320.51,15961.52,15961.52,0,
737,Michelle Olson,Europe,4,1435.04,15785.39,3946.35,756,7621.25
442,Kimberly Youngω,Middle East,3,1968.56,15748.46,5249.49,838,6859.41
753,Gina Olsen,North America,2,1968.04,15744.32,7872.16,239,24044.67
775,Alex Mills,Asia Pacific,2,2612.11,15672.65,7836.32,1313,4356.83
473,Jennifer Wang,Africa,2,1949.76,15598.09,7799.05,819,6951.53
614,Garrett Anderson,Africa,3,2589.15,15534.91,5178.3,1098,5164.15
628,Martin Saunders,North America,1,3864.85,15459.38,15459.38,0,
270,Nathan Hines,Asia Pacific,2,2546.96,15281.77,7640.89,311,17935.2
40,Jeff Brown,South America,3,2539.3,15235.83,5078.61,200,27805.39
388,Juan Daniels,South America,2,3028.99,15144.97,7572.48,339,16306.53
652,Kelly Thompson,Middle East,2,1883.31,15066.47,7533.23,844,6515.71
617,Paige Alexander,Asia Pacific,3,2145.29,15017.04,5005.68,1288,4255.61
335,Jose Ward,Middle East,2,2989.76,14948.78,7474.39,931,5860.69
196,Christopher Miller,Middle East,2,1850.36,14802.91,7401.45,71,76099.47
340,Michael Stark,Asia Pacific,1,3693.45,14773.8,14773.8,0,
422,Andrew Cooper,Middle East,3,2098.41,14688.89,4896.3,1088,4927.8
82,Kimberly Washington,Asia Pacific,2,3654.02,14616.07,7308.03,108,49396.9
342,Erin Love,Europe,1,2431.21,14587.29,14587.29,0,
177,Eric Perry,Middle East,1,2426.51,14559.04,14559.04,0,
339,Elizabeth Robinson,North America,3,3629.62,14518.48,4839.49,1050,5046.9
742,Jill Salas,South America,2,3625.48,14501.91,7250.95,341,15522.57
557,Justin Nichols,Asia Pacific,1,4828.74,14486.23,14486.23,0,
790,Unknown Customer,Middle East,1,7234.32,14468.64,14468.64,0,
720,Timothy Wood,North America,2,2059.73,14418.13,7209.06,422,12470.66
300,Paul Cole,Unknown,2,2868.04,14340.2,7170.1,486,10769.9
80,Lisa Mcclain,Middle East,1,2853.6,14268.0,14268.0,0,
122,Christopher Allen,Africa,2,2375.17,14251.04,7125.52,1096,4746.01
111,Michael Chavez,Africa,2,2034.52,14241.66,7120.83,77,67509.17
277,David Harris,Unknown,1,4730.46,14191.39,14191.39,0,
61,Jeffrey Velasquez,Africa,2,2004.29,14030.06,7015.03,355,14425.27
507,David Stein,Middle East,1,4675.65,14026.95,14026.95,0,
309,George Fuller,Middle East,1,3453.02,13812.06,13812.06,0,
5,Roberto Ramirez,Middle East,1,2294.26,13765.58,13765.58,0,
437,Kathleen Carter,South America,1,2735.86,13679.29,13679.29,0,
235,Chris Richard,Asia Pacific,1,4547.14,13641.41,13641.41,0,
180,Tammy Rush™,South America,2,2262.91,13577.48,6788.74,225,22025.69
745,Leslie Villanueva,North America,3,2241.75,13450.5,4483.5,565,8689.26
438,Stephen Newton,Europe,1,3326.38,13305.51,13305.51,0,
18,Allison Maddox,Africa,2,4426.35,13279.05,6639.52,950,5101.95
639,Tara Chavez,Africa,2,2647.49,13237.45,6618.73,472,10236.59
238,Erica Young,Africa,2,2195.59,13173.55,6586.77,505,9521.48
266,Danielle Moody,Asia Pacific,1,2174.42,13046.53,13046.53,0,
511,Nicole Mendoza,Middle East,2,1627.31,13018.48,6509.24,1185,4009.91
114,Jeremy White,Europe,2,1854.46,12981.19,6490.6,612,7742.05
212,Andrew Morse,Middle East,1,4321.55,12964.66,12964.66,0,
370,Tina Harrison,North America,2,3171.31,12685.23,6342.61,924,5010.94
155,Brandon Flynn,Africa,1,2533.22,12666.12,12666.12,0,
357,Kevin Thomas,North America,2,2106.89,12641.33,6320.66,1398,3300.49
109,Travis Mcguire,Asia Pacific,2,3159.9,12639.61,6319.81,504,9153.69
696,Amy Thompson,Middle East,1,4191.32,12573.96,12573.96,0,
273,Justin Hendricks,Unknown,1,3111.73,12446.93,12446.93,0,
59,Nicole Johnson,Middle East,2,2073.52,12441.11,6220.56,460,9871.75
611,Unknown Customer,Middle East,3,2475.72,12378.61,4126.2,821,5503.28
514,Paul White,Europe,1,2046.3,12277.78,12277.78,0,
581,Gina Little,Middle East,1,2446.52,12232.58,12232.58,0,
268,Kimberly Johnsonğ,North America,2,4069.66,12208.97,6104.48,208,21424.39
44,Alexandra Donovan,South America,2,3052.11,12208.46,6104.23,1250,3564.87
676,Amy Miller,North America,1,2388.27,11941.37,11941.37,0,
457,Brett Garrett,Africa,1,2365.08,11825.39,11825.39,0,
618,Katrina Ray,Africa,2,1961.81,11770.86,5885.43,793,5417.86
165,John Campos,South America,2,1451.39,11611.11,5805.56,236,17957.86
294,Lisa Peck,Asia Pacific,2,5804.4,11608.79,5804.4,461,9191.34
83,Joseph Flores,North America,2,2898.75,11594.99,5797.49,524,8076.66
748,Gregory Bray,Europe,1,2278.47,11392.37,11392.37,0,
414,Tanya Miles,Africa,2,3740.52,11221.57,5610.78,211,19411.72
17,Erin Carlson,South America,2,2234.07,11170.33,5585.16,1010,4036.8
355,Scott Fernandez,South America,1,3711.58,11134.74,11134.74,0,
299,Brandon Williams,South America,3,1847.52,11085.11,3695.04,785,5154.22
281,Erin Cooper,Middle East,1,5520.16,11040.33,11040.33,0,
97,Miguel Obrien,Europe,1,2157.45,10787.25,10787.25,0,
319,Jennifer Reed,Asia Pacific,1,2089.32,10446.62,10446.62,0,
573,Unknown Customer,Middle East,3,1472.73,10309.14,3436.38,986,3816.26
79,Elizabeth Travis,North America,2,2570.37,10281.48,5140.74,867,4328.42
291,Jessica Valencia,Middle East,2,1706.5,10238.99,5119.49,139,26886.56
223,Marie Jones,Europe,2,2552.09,10208.38,5104.19,151,24675.89
420,Michael Cooper,Africa,2,2014.21,10071.07,5035.53,72,51054.73
687,Charles Jones,Unknown,1,3320.37,9961.1,9961.1,0,
327,Tyler Zuniga,Asia Pacific,1,2485.17,9940.7,9940.7,0,
326,Nicole Thompson,Asia Pacific,2,4964.34,9928.68,4964.34,997,3634.87
219,Gregory Mejia,Africa,1,2463.46,9853.85,9853.85,0,
789,James Moss,Asia Pacific,1,4926.4,9852.8,9852.8,0,
724,Adam Davis,Middle East,2,3267.35,9802.04,4901.02,55,65049.9
244,Dylan Kim,North America,1,4891.32,9782.64,9782.64,0,
545,Unknown Customer,Asia Pacific,2,3258.8,9776.39,4888.19,340,10495.24
672,Patrick Short,South America,3,1618.25,9709.49,3236.5,290,12220.57
363,Mark Miller,Europe,1,4839.02,9678.04,9678.04,0,
638,Tiffany Moon,Asia Pacific,1,4805.44,9610.88,9610.88,0,
136,Brett Adams,Asia Pacific,1,4747.68,9495.36,9495.36,0,
52,Cynthia Calderon,Africa,4,1552.73,9316.35,2329.09,1046,3250.93
722,Julie Griffin,North America,2,3089.27,9267.8,4633.9,106,31912.71
190,Charles Miller,Middle East,2,3069.37,9208.12,4604.06,904,3717.88
459,Sean Smith,North America,2,3001.11,9003.32,4501.66,668,4919.48
257,Crystal Cain,Asia Pacific,2,1279.09,8953.65,4476.82,212,15415.48
11,Jessica Martin,Europe,1,2237.79,8951.17,8951.17,0,
231,Donald Bailey,Africa,2,2961.91,8885.73,4442.86,313,10361.95
346,Unknown Customer,Africa,2,1461.9,8771.37,4385.69,48,66698.96
479,Unknown Customer,Middle East,1,2856.84,8570.53,8570.53,0,
486,Emily Williams,Unknown,1,2736.71,8210.12,8210.12,0,
609,Morgan Phelps,Europe,1,2658.7,7976.11,7976.11,0,
800,Unknown Customer,South America,1,1969.68,7878.74,7878.74,0,
53,Tina Martin,Asia Pacific,2,2575.67,7727.01,3863.51,338,8344.26
26,Rodney Lewis,Asia Pacific,1,3702.3,7404.6,7404.6,0,
489,Micheal Bonilla,North America,2,1850.7,7402.82,3701.41,376,7186.25
538,Patricia Bush,Asia Pacific,1,3652.54,7305.08,7305.08,0,
471,Gerald Ruiz,Asia Pacific,2,2369.12,7107.37,3553.68,424,6118.37
110,Elizabeth Wood,Middle East,2,3549.01,7098.02,3549.01,180,14393.21
715,Katie Kent,North America,1,1738.7,6954.78,6954.78,0,
504,Laura Martinez,South America,2,1384.93,6924.66,3462.33,250,10110.0
108,Christopher Cortez,Asia Pacific,2,2199.34,6598.02,3299.01,317,7597.09
472,Jose Williams,North America,2,1088.53,6531.2,3265.6,89,26785.26
670,Adam Cortez,Europe,1,2166.44,6499.31,6499.31,0,
121,Brian Choi,Middle East,1,3145.66,6291.32,6291.32,0,
295,Wendy Owens,Asia Pacific,1,1525.11,6100.42,6100.42,0,
623,Tara Williams,Africa,2,1444.78,5779.12,2889.56,280,7533.5
184,Vanessa Fernandez,Europe,1,1903.52,5710.56,5710.56,0,
780,Kathy Kent,Asia Pacific,1,5681.16,5681.16,5681.16,0,
510,Edgar Mendez,Africa,2,1857.97,5573.92,2786.96,1287,1580.79
343,Brian Anderson,South America,3,909.12,5454.72,1818.24,547,3639.8
58,Eric Spears,Europe,1,2679.18,5358.36,5358.36,0,
764,Denise Page,Asia Pacific,1,1292.23,5168.94,5168.94,0,
467,Jamie Lawson,Asia Pacific,1,5133.78,5133.78,5133.78,0,
767,Garrett Garcia,North America,2,1660.34,4981.03,2490.51,1163,1563.26
523,Marcus Johnson,Asia Pacific,1,954.88,4774.39,4774.39,0,
371,Robert Hart,North America,2,2341.97,4683.94,2341.97,160,10685.24
387,Heather Knight,Europe,1,2310.57,4621.15,4621.15,0,
434,Leonard Hayes™,Middle East,2,1107.65,4430.6,2215.3,9,179685.44
470,David Valenciañ,South America,1,4306.08,4306.08,4306.08,0,
480,Alexandria Baker,North America,1,2102.17,4204.34,4204.34,0,
717,Adrian Pena,South America,1,4083.33,4083.33,4083.33,0,
100,Melissa Burke,Europe,1,4046.0,4046.0,4046.0,0,
450,Stephanie Murphy,Europe,2,1972.21,3944.42,1972.21,129,11160.57
566,Ashley Thompson,Europe,1,3857.23,3857.23,3857.23,0,
325,Audrey Nichols,North America,1,3646.0,3646.0,3646.0,0,
9,Melissa Delacruz,Africa,2,1211.49,3634.46,1817.23,1093,1213.7
649,Paul Frye,Middle East,2,1672.03,3344.05,1672.03,268,4554.4
188,Bradley Logan,Europe,1,3305.7,3305.7,3305.7,0,
738,Jeffrey Haynes,North America,1,1069.73,3209.18,3209.18,0,
321,John Williams,Asia Pacific,1,731.98,2927.9,2927.9,0,
338,Vanessa Brooks,Middle East,1,2646.06,2646.06,2646.06,0,
756,Anna Bradley,North America,1,2537.1,2537.1,2537.1,0,
201,Lindsay Bruce,Africa,1,2194.0,2194.0,2194.0,0,
290,Scott Washington,South America,2,1080.01,2160.03,1080.02,257,3067.75
563,Joseph Butler,North America,1,1063.13,2126.27,2126.27,0,
575,William Bates,Africa,1,604.66,1209.33,1209.33,0,
754,Melissa Gonzalez,Africa,1,1104.0,1104.0,1104.0,0,
407,Raymond Flores,South America,1,527.16,1054.32,1054.32,0,
640,Kaitlyn Evansñ,North America,1,755.76,755.76,755.76,0,
194,Robert Wilcox,Africa,1,664.2,664.2,664.2,0,
403,Kevin Patton,Middle East,1,625.14,625.14,625.14,0,
150,Eric Harrison,Africa,1,587.97,587.97,587.97,0,
62,Andrew Lee,North America,1,448.64,448.64,448.64,0,
262,Tyler Jimenez,Middle East,1,345.26,345.26,345.26,0,
695,Bill Wong😀,Africa,1,335.92,335.92,335.92,0,
