customer_id,name,region,last_order_date,days_inactive,churn_status,order_count
211,Jerry Hansen,Asia Pacific,2025-11-09,273,Churned,2
556,Katherine Ayers,Europe,2025-11-09,273,Churned,3
695,Bill Wong😀,Africa,2025-11-09,273,Churned,1
376,Charles Meyers,Middle East,2025-11-10,272,Churned,4
419,Dan Perry,South America,2025-11-10,272,Churned,3
673,Derek Myers,Africa,2025-11-10,272,Churned,5
692,Erik Knight,Europe,2025-11-12,270,Churned,2
195,Ronald Ortega,Europe,2025-11-13,269,Churned,5
33,Emily Joyce,South America,2025-11-14,268,Churned,3
500,Melissa Davis,South America,2025-11-14,268,Churned,4
747,Sheila Johnson,Europe,2025-11-14,268,Churned,3
119,Angela Butler,North America,2025-11-16,266,Churned,5
582,Howard Davis✓,Unknown,2025-11-16,266,Churned,3
488,Alan Gonzalez,Europe,2025-11-17,265,Churned,3
598,William Martinez,Europe,2025-11-19,263,Churned,3
56,Laura Valencia,Middle East,2025-11-20,262,Churned,3
178,Antonio Wood,Africa,2025-11-24,258,Churned,5
670,Adam Cortez,Europe,2025-11-25,257,Churned,1
387,Heather Knight,Europe,2025-11-27,255,Churned,1
39,Kristen Mitchell,Europe,2025-11-29,253,Churned,2
144,Amanda Reed,Asia Pacific,2025-11-30,252,Churned,4
383,Annette Branch,South America,2025-11-30,252,Churned,3
260,Michael Norman,Middle East,2025-12-01,251,Churned,6
329,Troy Mays,South America,2025-12-01,251,Churned,3
347,Justin White,South America,2025-12-01,251,Churned,4
679,Kelly Jones,Europe,2025-12-01,251,Churned,3
542,Christopher Colon,South America,2025-12-02,250,Churned,3
283,Fernando Donovan,Asia Pacific,2025-12-03,249,Churned,4
88,Amy Morrison,Europe,2025-12-07,245,Churned,3
19,Nicole Potter,Africa,2025-12-09,243,Churned,3
364,Joseph Nunez,Asia Pacific,2025-12-11,241,Churned,1
546,Steven Perez,North America,2025-12-14,238,Churned,4
82,Kimberly Washington,Asia Pacific,2025-12-15,237,Churned,2
201,Lindsay Bruce,Africa,2025-12-15,237,Churned,1
512,Dawn Robles,South America,2025-12-15,237,Churned,4
681,Rachel Stewart,Asia Pacific,2025-12-15,237,Churned,7
110,Elizabeth Wood,Middle East,2025-12-17,235,Churned,2
573,Unknown Customer,Middle East,2025-12-18,234,Churned,3
79,Elizabeth Travis,North America,2025-12-19,233,Churned,2
189,Yolanda Boone,North America,2025-12-22,230,Churned,5
484,Austin Pratt,Europe,2025-12-22,230,Churned,4
311,Robert Gutierrez,Asia Pacific,2025-12-23,229,Churned,4
519,Stacey Elliott,Asia Pacific,2025-12-24,228,Churned,3
531,Lorraine Santiago,Asia Pacific,2025-12-24,228,Churned,3
288,Christine Johnson,Middle East,2025-12-25,227,Churned,3
202,Heather Johnson,Middle East,2025-12-26,226,Churned,3
743,Christine Moore,Middle East,2025-12-26,226,Churned,2
688,Kayla Lewis,Europe,2025-12-28,224,Churned,4
130,April Ramos,South America,2025-12-29,223,Churned,3
184,Vanessa Fernandez,Europe,2025-12-29,223,Churned,1
310,John Armstrong,Asia Pacific,2025-12-29,223,Churned,4
409,James Osborn,Middle East,2025-12-29,223,Churned,4
149,Alicia Bryant,North America,2025-12-30,222,Churned,2
104,Steven Petersen,North America,2025-12-31,221,Churned,3
251,Candice Smith,Middle East,2025-12-31,221,Churned,4
50,Julia Moore,Africa,2026-01-01,220,Churned,4
781,Robert Castaneda,North America,2026-01-01,220,Churned,4
551,Gerald Joyce,Middle East,2026-01-02,219,Churned,3
664,Cody Bonilla,Middle East,2026-01-02,219,Churned,7
40,Jeff Brown,South America,2026-01-03,218,Churned,3
174,Cynthia Marshall,North America,2026-01-07,214,Churned,3
597,Lisa Smith,Africa,2026-01-09,212,Churned,3
346,Unknown Customer,Africa,2026-01-10,211,Churned,2
525,Kevin Taylor,South America,2026-01-10,211,Churned,4
744,Elizabeth Austin,North America,2026-01-12,209,Churned,4
625,Sergio Wilson,Middle East,2026-01-14,207,Churned,5
777,Russell Carter,Asia Pacific,2026-01-14,207,Churned,4
401,Rachel Stein,North America,2026-01-15,206,Churned,4
172,Miguel Curry,Asia Pacific,2026-01-17,204,Churned,3
339,Elizabeth Robinson,North America,2026-01-17,204,Churned,3
138,Alexander Russell,North America,2026-01-19,202,Churned,2
204,Cynthia Johnson,Africa,2026-01-21,200,Churned,2
279,Unknown Customer,Africa,2026-01-21,200,Churned,3
430,Janice Evans,Africa,2026-01-22,199,Churned,1
54,Charles Ware,Africa,2026-01-25,196,Churned,2
84,Heather Mccarthy,Asia Pacific,2026-01-25,196,Churned,3
52,Cynthia Calderon,Africa,2026-01-26,195,Churned,4
509,Felicia Thompson,Europe,2026-01-26,195,Churned,2
289,John Aguirre,Asia Pacific,2026-01-30,191,Churned,4
779,Maria Walker,Africa,2026-01-30,191,Churned,4
23,Daniel Cox,Africa,2026-02-02,188,Churned,7
700,Juan Hernandez,North America,2026-02-03,187,Churned,1
769,Diana Mcclure,South America,2026-02-03,187,Churned,4
299,Brandon Williams,South America,2026-02-04,186,Churned,3
559,Charlotte Steele,North America,2026-02-04,186,Churned,2
785,Jeff Fisher,South America,2026-02-04,186,Churned,1
206,Karen Williams,South America,2026-02-05,185,Churned,3
223,Marie Jones,Europe,2026-02-05,185,Churned,2
493,Robert Woodward,Europe,2026-02-06,184,Churned,3
710,William Barnes,Africa,2026-02-06,184,Churned,6
778,Nicole Kim,North America,2026-02-06,184,Churned,2
328,Ashley Rodriguez,North America,2026-02-07,183,Churned,8
715,Katie Kent,North America,2026-02-07,183,Churned,1
453,Ashlee Washington,Middle East,2026-02-08,182,Churned,3
659,Stephanie Montgomery,Middle East,2026-02-09,181,Churned,4
296,William Levy,Europe,2026-02-10,180,Churned,4
253,Christopher Villegas,Africa,2026-02-11,179,At Risk,3
687,Charles Jones,Unknown,2026-02-13,177,At Risk,1
225,Denise Morris,Europe,2026-02-14,176,At Risk,4
124,Michele Jones,Middle East,2026-02-15,175,At Risk,2
227,John Kim,Africa,2026-02-18,172,At Risk,4
336,Erik Parks,Europe,2026-02-19,171,At Risk,4
577,Mark Hill,South America,2026-02-19,171,At Risk,5
381,Daniel Davis,Europe,2026-02-21,169,At Risk,5
330,Daniel Martin,Africa,2026-02-22,168,At Risk,6
436,Robert Larsen,Europe,2026-02-22,168,At Risk,4
713,Nancy Wolfe,Asia Pacific,2026-02-22,168,At Risk,5
74,James Johnson,Europe,2026-02-23,167,At Risk,6
44,Alexandra Donovan,South America,2026-02-25,165,At Risk,2
67,Elizabeth Rivera,South America,2026-02-25,165,At Risk,4
516,Craig Sandoval,Middle East,2026-02-25,165,At Risk,3
36,Andrea Williams,Middle East,2026-02-26,164,At Risk,4
380,Tiffany Smith,Asia Pacific,2026-02-26,164,At Risk,4
454,Mary Smith,Middle East,2026-02-26,164,At Risk,8
35,Joshua Wright,Africa,2026-02-27,163,At Risk,3
170,Donald Levy,Europe,2026-02-27,163,At Risk,3
370,Tina Harrison,North America,2026-02-27,163,At Risk,2
483,John Ruiz,Africa,2026-02-27,163,At Risk,4
755,Robert Taylor,Middle East,2026-02-28,162,At Risk,2
117,Shelley Woods,Europe,2026-03-01,161,At Risk,6
8,Barbara Bush,Middle East,2026-03-02,160,At Risk,6
197,David Brown,Asia Pacific,2026-03-02,160,At Risk,3
340,Michael Stark,Asia Pacific,2026-03-03,159,At Risk,1
62,Andrew Lee,North America,2026-03-06,156,At Risk,1
511,Nicole Mendoza,Middle East,2026-03-06,156,At Risk,2
558,Todd Lynch,North America,2026-03-06,156,At Risk,2
237,Colleen Orr,Africa,2026-03-08,154,At Risk,4
360,Heather Russell,North America,2026-03-09,153,At Risk,6
529,Lisa Carr,Asia Pacific,2026-03-09,153,At Risk,2
331,Krystal Bradley,South America,2026-03-12,150,At Risk,4
424,Lauren Soto✓,South America,2026-03-13,149,At Risk,5
590,Kristen Chan,Europe,2026-03-13,149,At Risk,6
650,Julia Harris,North America,2026-03-13,149,At Risk,3
657,Jeffrey White,Europe,2026-03-13,149,At Risk,3
129,Brenda Smith,Europe,2026-03-15,147,At Risk,3
239,Amanda Collins,South America,2026-03-16,146,At Risk,2
548,Jeremy Brown,Middle East,2026-03-16,146,At Risk,4
742,Jill Salas,South America,2026-03-17,145,At Risk,2
583,Stacey Lam,Middle East,2026-03-18,144,At Risk,3
145,Molly Pollard,North America,2026-03-19,143,At Risk,5
366,Mason Krueger,Asia Pacific,2026-03-19,143,At Risk,4
155,Brandon Flynn,Africa,2026-03-24,138,At Risk,1
222,Michael Jones,Africa,2026-03-24,138,At Risk,4
697,Rachel Miller,Middle East,2026-03-25,137,At Risk,3
113,Joshua Lawrence,South America,2026-03-26,136,At Risk,3
157,Monica Harvey,Middle East,2026-03-26,136,At Risk,4
441,Shannon Bailey,Asia Pacific,2026-03-26,136,At Risk,5
570,Justin Hughes中,North America,2026-03-26,136,At Risk,5
315,Todd Bernard,Africa,2026-03-28,134,At Risk,1
680,Mark Anderson,Europe,2026-03-28,134,At Risk,2
20,Shawn Mckay,North America,2026-03-30,132,At Risk,3
699,Adam Macias,North America,2026-03-30,132,At Risk,3
120,Rebekah Evans,North America,2026-04-01,130,At Risk,4
636,Savannah Roberson,North America,2026-04-02,129,At Risk,4
394,Tracy Kelly,North America,2026-04-03,128,At Risk,9
775,Alex Mills,Asia Pacific,2026-04-03,128,At Risk,3
382,Lisa Adams,Europe,2026-04-04,127,At Risk,3
6,Michael Cooper,Middle East,2026-04-06,125,At Risk,4
213,Jenna Butler,Asia Pacific,2026-04-06,125,At Risk,6
9,Melissa Delacruz,Africa,2026-04-07,124,At Risk,2
533,Samuel Barnes,South America,2026-04-07,124,At Risk,2
1,Danielle Johnson,South America,2026-04-08,123,At Risk,5
374,Steven Oconnor,South America,2026-04-08,123,At Risk,3
567,Stephen Hull,Africa,2026-04-08,123,At Risk,4
115,Angela Terry,Middle East,2026-04-10,121,At Risk,2
458,Cody Lewis,Middle East,2026-04-10,121,At Risk,3
159,Erica Moore,Africa,2026-04-11,120,At Risk,2
422,Andrew Cooper,Middle East,2026-04-11,120,At Risk,3
482,Emily Wilson,South America,2026-04-17,114,At Risk,2
116,Audrey Harrison,Africa,2026-04-18,113,At Risk,3
793,Laura Richards,Europe,2026-04-18,113,At Risk,4
445,Unknown Customer,South America,2026-04-19,112,At Risk,2
24,Stacey Miller,South America,2026-04-22,109,At Risk,2
163,Julie Williams,Middle East,2026-04-22,109,At Risk,3
191,Cynthia Kelley,Asia Pacific,2026-04-25,106,At Risk,6
309,George Fuller,Middle East,2026-04-26,105,At Risk,1
337,Christina Robinson,Europe,2026-04-29,102,At Risk,2
651,Janet Holland,North America,2026-05-03,98,At Risk,4
634,Mary Chapman,Africa,2026-05-04,97,At Risk,2
162,Tiffany Barrett,Europe,2026-05-05,96,At Risk,6
31,Barbara Sanchez,Africa,2026-05-07,94,At Risk,5
171,Angela Davis,Europe,2026-05-07,94,At Risk,3
368,Randy Allen,Africa,2026-05-07,94,At Risk,4
166,Debbie Parker,Africa,2026-05-08,93,At Risk,3
14,Nicole Day™,Africa,2026-05-09,92,At Risk,2
51,Cynthia Baker,Unknown,2026-05-09,92,At Risk,5
156,Amanda Knight,Europe,2026-05-11,90,At Risk,6
465,Karen Lawrence,South America,2026-05-11,90,At Risk,4
252,Aaron Gomez,South America,2026-05-12,89,Slipping,4
513,Michael Stephens,Africa,2026-05-12,89,Slipping,4
644,Justin Boone,Middle East,2026-05-14,87,Slipping,3
135,Robert Lopez,North America,2026-05-16,85,Slipping,4
319,Jennifer Reed,Asia Pacific,2026-05-16,85,Slipping,1
359,Tyler Compton,South America,2026-05-19,82,Slipping,2
550,Raven Klein,Europe,2026-05-19,82,Slipping,3
218,Curtis Scott,Africa,2026-05-20,81,Slipping,2
716,Jonathan Smith,North America,2026-05-20,81,Slipping,4
611,Unknown Customer,Middle East,2026-05-21,80,Slipping,3
196,Christopher Miller,Middle East,2026-05-22,79,Slipping,2
552,Vanessa Graham,Middle East,2026-05-22,79,Slipping,3
48,Jade Carr,Africa,2026-05-23,78,Slipping,3
194,Robert Wilcox,Africa,2026-05-23,78,Slipping,1
261,Pamela Paul,Asia Pacific,2026-05-23,78,Slipping,5
112,David Herrera,Africa,2026-05-24,77,Slipping,3
122,Christopher Allen,Africa,2026-05-24,77,Slipping,2
86,Unknown Customer,Unknown,2026-05-25,76,Slipping,5
487,Steven Campbell,Asia Pacific,2026-05-25,76,Slipping,3
102,Daniel Yu,South America,2026-05-26,75,Slipping,3
599,Kelsey Dean,North America,2026-05-26,75,Slipping,3
604,Chelsea Strickland,Africa,2026-05-29,72,Slipping,4
27,Emily Brooks,Europe,2026-05-30,71,Slipping,6
220,Bethany Maldonado,Asia Pacific,2026-06-01,69,Slipping,5
427,Amanda Diaz,North America,2026-06-01,69,Slipping,4
154,Cynthia Brennan,South America,2026-06-02,68,Slipping,1
569,Sean Horne,North America,2026-06-02,68,Slipping,4
32,Donna Gomez,North America,2026-06-03,67,Slipping,6
432,Devin Reyes,South America,2026-06-04,66,Slipping,5
589,Shannon Clark,South America,2026-06-05,65,Slipping,3
701,Robert Rivera,South America,2026-06-05,65,Slipping,4
246,Jeffrey Flores,Africa,2026-06-07,63,Slipping,4
317,Keith Berry,Middle East,2026-06-08,62,Slipping,2
15,Jose Richards,Middle East,2026-06-10,60,Slipping,4
503,Stephanie Bond,Middle East,2026-06-10,60,Slipping,3
505,Nathan Mccoy,South America,2026-06-13,57,Slipping,3
217,William Bullock,Asia Pacific,2026-06-15,55,Slipping,4
561,Lisa Turner,Europe,2026-06-15,55,Slipping,5
591,Roy Woods,Asia Pacific,2026-06-15,55,Slipping,8
4,Robert Cole,Europe,2026-06-16,54,Slipping,3
535,Debra Mcdaniel,North America,2026-06-17,53,Slipping,1
99,Shelly Gonzalez,Asia Pacific,2026-06-18,52,Slipping,4
496,Joel Green,Middle East,2026-06-18,52,Slipping,5
637,Lisa Garcia,South America,2026-06-18,52,Slipping,4
405,Meagan James,North America,2026-06-19,51,Slipping,4
568,William Reid,Middle East,2026-06-19,51,Slipping,2
588,Henry Miller,Europe,2026-06-19,51,Slipping,7
481,Brian Villarreal,South America,2026-06-21,49,Slipping,4
734,Gregory Hunter,Europe,2026-06-21,49,Slipping,5
209,Brian Harris,Asia Pacific,2026-06-22,48,Slipping,4
105,Joshua Hayes,North America,2026-06-25,45,Slipping,2
327,Tyler Zuniga,Asia Pacific,2026-06-25,45,Slipping,1
214,George Meza,Unknown,2026-06-26,44,Slipping,3
709,Jerry Cruz,North America,2026-06-28,42,Slipping,3
758,Michael Castro,Africa,2026-06-28,42,Slipping,6
425,Christina Gonzalez,North America,2026-07-03,37,Slipping,6
175,Brandon Johnson,Unknown,2026-07-04,36,Slipping,2
526,Debra Thompson,South America,2026-07-04,36,Slipping,5
491,Michael Franco,South America,2026-07-05,35,Slipping,3
724,Adam Davis,Middle East,2026-07-05,35,Slipping,2
600,Andrew Norris,Asia Pacific,2026-07-06,34,Slipping,5
210,David Jimenez,Middle East,2026-07-07,33,Slipping,5
665,Crystal Lewis,Africa,2026-07-07,33,Slipping,6
125,Ronald Stephens,North America,2026-07-08,32,Slipping,2
270,Nathan Hines,Asia Pacific,2026-07-09,31,Slipping,2
431,John Wilson,Asia Pacific,2026-07-09,31,Slipping,3
76,Reginald Hernandez,Europe,2026-07-10,30,Slipping,3
193,Diana Rich,South America,2026-07-12,28,Active,5
57,Michael Castro,Middle East,2026-07-13,27,Active,7
705,Dana Johns,Middle East,2026-07-13,27,Active,6
390,Francisco Allen,Middle East,2026-07-14,26,Active,3
397,Daniel Smith,Asia Pacific,2026-07-14,26,Active,4
510,Edgar Mendez,Africa,2026-07-16,24,Active,2
579,Donald Johnson,Middle East,2026-07-16,24,Active,7
2,Erica Mcclain,South America,2026-07-17,23,Active,6
182,David Cunningham,North America,2026-07-17,23,Active,2
198,Morgan Pugh,Africa,2026-07-17,23,Active,7
176,Derek Chavez,South America,2026-07-18,22,Active,4
658,Christopher Walker,Asia Pacific,2026-07-18,22,Active,4
92,Jorge Murphy,North America,2026-07-19,21,Active,3
610,Melissa Zamora,Middle East,2026-07-19,21,Active,3
3,Jeffery Wagner,Middle East,2026-07-20,20,Active,5
158,Jesse Little,Middle East,2026-07-20,20,Active,6
461,Lawrence Ibarra,North America,2026-07-20,20,Active,5
524,Michelle Yu,Africa,2026-07-21,19,Active,2
292,Daniel Allen,North America,2026-07-22,18,Active,5
357,Kevin Thomas,North America,2026-07-25,15,Active,2
365,Kathleen Ramsey,Asia Pacific,2026-07-26,14,Active,8
647,Michael Chavez,North America,2026-07-26,14,Active,3
612,Lisa White,South America,2026-07-27,13,Active,3
562,Corey Melton,South America,2026-07-29,11,Active,5
608,Jonathan Hall,South America,2026-07-29,11,Active,2
312,Samantha Salas,Africa,2026-07-30,10,Active,4
335,Jose Ward,Middle East,2026-07-30,10,Active,2
455,Susan Harris,Europe,2026-08-02,7,Active,6
459,Sean Smith,North America,2026-08-02,7,Active,2
541,Philip Dunn,South America,2026-08-04,5,Active,4
649,Paul Frye,Middle East,2026-08-04,5,Active,2
403,Kevin Patton,Middle East,2026-08-05,4,Active,1
148,Wayne Lawrence,North America,2026-08-06,3,Active,6
271,Debra Wright,North America,2026-08-06,3,Active,5
476,Stephanie Allen,Asia Pacific,2026-08-06,3,Active,2
580,Paul Johnson,Europe,2026-08-06,3,Active,5
702,Jason Martin,Unknown,2026-08-06,3,Active,4
151,Melissa Phelps,North America,2026-08-07,2,Active,2
528,Jacqueline Berry,North America,2026-08-07,2,Active,4
466,John Newman,North America,2026-08-09,0,Active,6
473,Jennifer Wang,Africa,2026-08-09,0,Active,2
630,Cynthia Marsh,North America,2026-08-09,0,Active,4
13,Leslie Adams,Asia Pacific,2026-08-10,0,Active,4
25,David Keller,Middle East,2026-08-10,0,Active,3
132,Mia Rivera,Africa,2026-08-10,0,Active,4
147,Laura Pearson,North America,2026-08-10,0,Active,3
208,Erika Watkins,Middle East,2026-08-10,0,Active,6
221,Unknown Customer,Africa,2026-08-10,0,Active,3
236,Christine Harper,Europe,2026-08-10,0,Active,5
242,John Davidson,Asia Pacific,2026-08-10,0,Active,3
244,Dylan Kim,North America,2026-08-10,0,Active,1
245,Sarah Perry,Europe,2026-08-10,0,Active,6
361,Thomas Atkinson,Asia Pacific,2026-08-10,0,Active,6
378,Christine Estrada,Europe,2026-08-10,0,Active,3
468,Kristen Leon,Middle East,2026-08-10,0,Active,6
499,David Howard,Asia Pacific,2026-08-10,0,Active,5
532,John Jones,Africa,2026-08-10,0,Active,4
586,David Becker,North America,2026-08-10,0,Active,2
617,Paige Alexander,Asia Pacific,2026-08-10,0,Active,3
620,Timothy Alvarado,Europe,2026-08-10,0,Active,5
628,Martin Saunders,North America,2026-08-10,0,Active,1
653,Willie Bennett,Middle East,2026-08-10,0,Active,4
691,Elaine Charles,Africa,2026-08-10,0,Active,6
693,Michael Robinson,Middle East,2026-08-10,0,Active,3
712,Rachel Ryan,Europe,2026-08-10,0,Active,10
739,Amanda Haynes,Asia Pacific,2026-08-10,0,Active,3
746,Raymond Christensen,Middle East,2026-08-10,0,Active,7
761,Kim Griffin,Middle East,2026-08-10,0,Active,5
765,Kimberly Mcmillan,Asia Pacific,2026-08-10,0,Active,5
766,Melissa Martinez,Africa,2026-08-10,0,Active,3
767,Garrett Garcia,North America,2026-08-10,0,Active,2
