customer_id,name,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_cell,rfm_total
335,Jose Ward,10,2,14948.78,5,2,1,521,8
628,Martin Saunders,0,1,15459.38,5,1,2,512,8
714,Kayla Bell,1119,2,38972.28,1,2,4,124,7
685,Kim Tucker,1089,4,18843.89,1,4,2,142,7
463,Chelsey Martin,1019,3,31494.62,1,3,3,133,7
549,Michelle Wells,917,2,49106.02,1,2,4,124,7
278,Angela Wood,817,3,31306.56,1,3,3,133,7
233,Debbie Henderson,809,3,27368.0,1,3,3,133,7
143,Mary Carpenter,749,2,36809.41,1,2,4,124,7
506,Lisa Johnson,744,2,47013.98,1,2,4,124,7
367,David Key,732,2,36506.47,1,2,4,124,7
72,Susan Fitzgerald,717,3,31615.29,1,3,3,133,7
794,Kristen Alvarez,702,2,35024.17,1,2,4,124,7
75,Charles Perry,683,3,31968.29,1,3,3,133,7
633,James Morgan,677,4,25009.59,1,4,2,142,7
601,Johnny Miles,676,2,44147.76,1,2,4,124,7
595,Jessica Carlson,606,2,34475.97,2,2,3,223,7
655,Bill Mcfarland,587,2,29271.24,2,2,3,223,7
341,James Herrera,578,2,30359.45,2,2,3,223,7
272,Unknown Customer,522,3,18227.82,2,3,2,232,7
391,Martin Campos,510,3,17297.49,2,3,2,232,7
442,Kimberly Youngω,508,3,15748.46,2,3,2,232,7
444,Amanda Carlson,496,2,30153.95,2,2,3,223,7
708,Gary Jennings,496,2,33124.46,2,2,3,223,7
666,Amanda Park,477,2,32579.05,2,2,3,223,7
602,Elaine Nelson,468,3,20660.13,2,3,2,232,7
302,Sheila Fischer,439,2,27102.06,2,2,3,223,7
70,Amy Smith,432,2,34849.91,2,2,3,223,7
276,Kevin Moore,417,2,25461.21,3,2,2,322,7
662,Unknown Customer,396,2,23701.62,3,2,2,322,7
89,Todd Price,374,2,17530.03,3,2,2,322,7
460,Unknown Customer,370,2,16300.37,3,2,2,322,7
543,Jamie Little,365,2,19639.25,3,2,2,322,7
369,Kyle Ward,327,2,22885.72,3,2,2,322,7
585,Steven Wilson,324,2,18066.52,3,2,2,322,7
10,Mitchell Clark,293,2,19390.92,3,2,2,322,7
324,Unknown Customer,288,2,22900.15,3,2,2,322,7
307,Laura Swanson,274,2,18848.77,3,2,2,322,7
692,Erik Knight,270,2,23219.93,3,2,2,322,7
82,Kimberly Washington,237,2,14616.07,4,2,1,421,7
700,Juan Hernandez,187,1,22450.05,4,1,2,412,7
785,Jeff Fisher,186,1,15961.52,4,1,2,412,7
742,Jill Salas,145,2,14501.91,4,2,1,421,7
319,Jennifer Reed,85,1,10446.62,5,1,1,511,7
194,Robert Wilcox,78,1,664.2,5,1,1,511,7
154,Cynthia Brennan,68,1,261.8,5,1,1,511,7
327,Tyler Zuniga,45,1,9940.7,5,1,1,511,7
724,Adam Davis,35,2,9802.04,5,1,1,511,7
510,Edgar Mendez,24,2,5573.92,5,1,1,511,7
357,Kevin Thomas,15,2,12641.33,5,1,1,511,7
459,Sean Smith,7,2,9003.32,5,1,1,511,7
649,Paul Frye,5,2,3344.05,5,1,1,511,7
403,Kevin Patton,4,1,625.14,5,1,1,511,7
244,Dylan Kim,0,1,9782.64,5,1,1,511,7
767,Garrett Garcia,0,2,4981.03,5,1,1,511,7
386,Ariel Hodge,1268,2,30755.06,1,2,3,123,6
275,Valerie Contreras,1207,2,29769.89,1,2,3,123,6
452,Mallory Simpson,1188,2,30914.65,1,2,3,123,6
732,Jessica Hansen,1176,2,33204.04,1,2,3,123,6
183,Jesse Schroeder,1072,2,33221.12,1,2,3,123,6
179,Cory Jennings,1028,2,29717.36,1,2,3,123,6
605,Ethan Kelley,975,3,17706.96,1,3,2,132,6
763,Richard Meadows,924,3,17278.28,1,3,2,132,6
274,Shannon Roach,903,3,20324.76,1,3,2,132,6
530,Julie Young,874,2,32637.69,1,2,3,123,6
429,Brenda Bailey,871,2,29766.81,1,2,3,123,6
139,Marilyn Jimenez,802,3,24438.76,1,3,2,132,6
677,Eugene Walker,795,3,19771.02,1,3,2,132,6
29,Jean Brown,790,2,31781.51,1,2,3,123,6
574,Stephen Robinson,737,3,22727.95,1,3,2,132,6
495,Dana Foster,687,2,29661.3,1,2,3,123,6
64,Gregory Estes,683,2,26032.6,1,2,3,123,6
134,Tara Powell,677,3,22081.96,1,3,2,132,6
497,Mark Chavez,664,1,27558.56,2,1,3,213,6
250,David Allen,647,2,16120.57,2,2,2,222,6
146,Robert Flores,636,2,17455.09,2,2,2,222,6
762,Crystal Thomas,634,2,18416.92,2,2,2,222,6
293,Brent Dougherty,633,2,25670.71,2,2,2,222,6
103,Gregory Boyd,629,2,17575.11,2,2,2,222,6
216,Matthew Cook,623,2,19160.0,2,2,2,222,6
118,Crystal Brown,622,2,19710.95,2,2,2,222,6
298,Melanie Jordan,621,2,20936.21,2,2,2,222,6
127,Holly Bender,606,2,19038.71,2,2,2,222,6
269,Patrick Bradley,600,2,22183.12,2,2,2,222,6
745,Leslie Villanueva,563,3,13450.5,2,3,1,231,6
323,Sarah Russell,562,2,24848.09,2,2,2,222,6
229,Cameron Davis,557,2,17126.1,2,2,2,222,6
306,Thomas Smith,508,2,21320.86,2,2,2,222,6
348,Shane Starkñ,496,2,16912.98,2,2,2,222,6
286,Rachel Morgan,493,2,17303.5,2,2,2,222,6
721,Becky Schroeder,468,1,27057.71,2,1,3,213,6
706,Catherine Ruiz,459,2,24389.42,2,2,2,222,6
787,Charles Harrison,456,2,25350.89,2,2,2,222,6
137,Anthony Mccoy,425,2,25584.6,2,2,2,222,6
672,Patrick Short,423,3,9709.49,2,3,1,231,6
301,Unknown Customer,388,1,17511.8,3,1,2,312,6
388,Juan Daniels,386,2,15144.97,3,2,1,321,6
18,Allison Maddox,371,2,13279.05,3,2,1,321,6
263,Ryan Carney,330,1,17675.89,3,1,2,312,6
364,Joseph Nunez,241,1,20243.86,3,1,2,312,6
110,Elizabeth Wood,235,2,7098.02,4,1,1,411,6
79,Elizabeth Travis,233,2,10281.48,4,1,1,411,6
184,Vanessa Fernandez,223,1,5710.56,4,1,1,411,6
346,Unknown Customer,211,2,8771.37,4,1,1,411,6
223,Marie Jones,185,2,10208.38,4,1,1,411,6
715,Katie Kent,183,1,6954.78,4,1,1,411,6
687,Charles Jones,177,1,9961.1,4,1,1,411,6
44,Alexandra Donovan,165,2,12208.46,4,1,1,411,6
370,Tina Harrison,163,2,12685.23,4,1,1,411,6
340,Michael Stark,159,1,14773.8,4,1,1,411,6
62,Andrew Lee,156,1,448.64,4,1,1,411,6
511,Nicole Mendoza,156,2,13018.48,4,1,1,411,6
155,Brandon Flynn,138,1,12666.12,4,1,1,411,6
9,Melissa Delacruz,124,2,3634.46,4,1,1,411,6
309,George Fuller,105,1,13812.06,4,1,1,411,6
768,Kelli Warren,1379,1,27892.17,1,1,3,113,5
572,Evelyn Wells,1306,2,20190.84,1,2,2,122,5
45,Emily Evans,1291,2,25295.89,1,2,2,122,5
21,Unknown Customer,1252,2,19266.91,1,2,2,122,5
587,Victoria Cooper,1251,2,22350.05,1,2,2,122,5
784,David Gonzales,1245,2,21143.67,1,2,2,122,5
771,Michelle Nguyen,1239,2,16196.76,1,2,2,122,5
334,Sean Adams,1172,2,25676.22,1,2,2,122,5
94,Brett Crane,1149,2,22028.55,1,2,2,122,5
90,Samantha Hooper,1133,2,22299.35,1,2,2,122,5
73,Christine Davis,1098,2,20724.6,1,2,2,122,5
173,Daniel Hall,1064,2,24696.25,1,2,2,122,5
736,Timothy Sanchez,1025,2,24933.88,1,2,2,122,5
757,Lisa Woods,1010,2,17594.9,1,2,2,122,5
408,John Bennett,995,2,23577.18,1,2,2,122,5
540,Sara Fernandez,987,2,22350.84,1,2,2,122,5
187,Kimberly Palmer,974,2,21513.44,1,2,2,122,5
741,Patricia Adams,797,2,23288.46,1,2,2,122,5
753,Gina Olsen,773,2,15744.32,1,2,2,122,5
343,Brian Anderson,742,3,5454.72,1,3,1,131,5
22,Amber Osborne,703,2,23776.32,1,2,2,122,5
632,James Martinez,682,1,27483.95,1,1,3,113,5
61,Jeffrey Velasquez,659,2,14030.06,2,2,1,221,5
639,Tara Chavez,655,2,13237.45,2,2,1,221,5
464,Robert Parks,645,1,21749.83,2,1,2,212,5
87,Kenneth Price,642,1,24524.72,2,1,2,212,5
578,Rachel Trujillo,635,1,21823.42,2,1,2,212,5
180,Tammy Rush™,567,2,13577.48,2,2,1,221,5
720,Timothy Wood,541,2,14418.13,2,2,1,221,5
730,Theresa Miller,507,1,19497.03,2,1,2,212,5
786,Heidi Johnson,469,1,23819.68,2,1,2,212,5
133,Lisa Pierce,446,1,22773.46,2,1,2,212,5
652,Kelly Thompson,435,2,15066.47,2,2,1,221,5
257,Crystal Cain,400,2,8953.65,3,1,1,311,5
58,Eric Spears,398,1,5358.36,3,1,1,311,5
486,Emily Williams,388,1,8210.12,3,1,1,311,5
71,Diana Marshall,385,1,105.86,3,1,1,311,5
407,Raymond Flores,385,1,1054.32,3,1,1,311,5
17,Erin Carlson,348,2,11170.33,3,1,1,311,5
188,Bradley Logan,329,1,3305.7,3,1,1,311,5
638,Tiffany Moon,320,1,9610.88,3,1,1,311,5
26,Rodney Lewis,299,1,7404.6,3,1,1,311,5
326,Nicole Thompson,291,2,9928.68,3,1,1,311,5
479,Unknown Customer,282,1,8570.53,3,1,1,311,5
695,Bill Wong😀,273,1,335.92,3,1,1,311,5
670,Adam Cortez,257,1,6499.31,3,1,1,311,5
387,Heather Knight,255,1,4621.15,3,1,1,311,5
201,Lindsay Bruce,237,1,2194.0,3,1,1,311,5
616,Kimberly Carr,1430,1,16854.96,1,1,2,112,4
527,Nicholas Gross,1274,1,17070.11,1,1,2,112,4
428,Michelle Rose,1238,1,19729.65,1,1,2,112,4
643,Brandi Bender,1123,1,20509.29,1,1,2,112,4
107,Lauren Peterson,1030,1,16663.62,1,1,2,112,4
300,Paul Cole,832,2,14340.2,1,2,1,121,4
111,Michael Chavez,782,2,14241.66,1,2,1,121,4
322,Robert Love,727,1,17745.19,1,1,2,112,4
97,Miguel Obrien,671,1,10787.25,2,1,1,211,4
273,Justin Hendricks,650,1,12446.93,2,1,1,211,4
504,Laura Martinez,636,2,6924.66,2,1,1,211,4
563,Joseph Butler,631,1,2126.27,2,1,1,211,4
53,Tina Martin,604,2,7727.01,2,1,1,211,4
438,Stephen Newton,603,1,13305.51,2,1,1,211,4
471,Gerald Ruiz,594,2,7107.37,2,1,1,211,4
83,Joseph Flores,594,2,11594.99,2,1,1,211,4
136,Brett Adams,540,1,9495.36,2,1,1,211,4
722,Julie Griffin,539,2,9267.8,2,1,1,211,4
676,Amy Miller,536,1,11941.37,2,1,1,211,4
109,Travis Mcguire,526,2,12639.61,2,1,1,211,4
717,Adrian Pena,525,1,4083.33,2,1,1,211,4
212,Andrew Morse,521,1,12964.66,2,1,1,211,4
114,Jeremy White,520,2,12981.19,2,1,1,211,4
231,Donald Bailey,505,2,8885.73,2,1,1,211,4
414,Tanya Miles,483,2,11221.57,2,1,1,211,4
190,Charles Miller,470,2,9208.12,2,1,1,211,4
618,Katrina Ray,448,2,11770.86,2,1,1,211,4
523,Marcus Johnson,445,1,4774.39,2,1,1,211,4
437,Kathleen Carter,423,1,13679.29,2,1,1,211,4
80,Lisa Mcclain,1431,1,14268.0,1,1,1,111,3
696,Amy Thompson,1415,1,12573.96,1,1,1,111,3
566,Ashley Thompson,1407,1,3857.23,1,1,1,111,3
219,Gregory Mejia,1393,1,9853.85,1,1,1,111,3
235,Chris Richard,1332,1,13641.41,1,1,1,111,3
355,Scott Fernandez,1331,1,11134.74,1,1,1,111,3
738,Jeffrey Haynes,1324,1,3209.18,1,1,1,111,3
321,John Williams,1319,1,2927.9,1,1,1,111,3
748,Gregory Bray,1308,1,11392.37,1,1,1,111,3
790,Unknown Customer,1285,1,14468.64,1,1,1,111,3
470,David Valenciañ,1281,1,4306.08,1,1,1,111,3
342,Erin Love,1270,1,14587.29,1,1,1,111,3
266,Danielle Moody,1247,1,13046.53,1,1,1,111,3
557,Justin Nichols,1244,1,14486.23,1,1,1,111,3
507,David Stein,1223,1,14026.95,1,1,1,111,3
575,William Bates,1218,1,1209.33,1,1,1,111,3
150,Eric Harrison,1203,1,587.97,1,1,1,111,3
100,Melissa Burke,1196,1,4046.0,1,1,1,111,3
780,Kathy Kent,1194,1,5681.16,1,1,1,111,3
472,Jose Williams,1162,2,6531.2,1,1,1,111,3
338,Vanessa Brooks,1155,1,2646.06,1,1,1,111,3
764,Denise Page,1147,1,5168.94,1,1,1,111,3
262,Tyler Jimenez,1146,1,345.26,1,1,1,111,3
281,Erin Cooper,1145,1,11040.33,1,1,1,111,3
290,Scott Washington,1103,2,2160.03,1,1,1,111,3
363,Mark Miller,1094,1,9678.04,1,1,1,111,3
640,Kaitlyn Evansñ,1063,1,755.76,1,1,1,111,3
609,Morgan Phelps,1037,1,7976.11,1,1,1,111,3
756,Anna Bradley,1031,1,2537.1,1,1,1,111,3
623,Tara Williams,997,2,5779.12,1,1,1,111,3
108,Christopher Cortez,994,2,6598.02,1,1,1,111,3
295,Wendy Owens,991,1,6100.42,1,1,1,111,3
121,Brian Choi,990,1,6291.32,1,1,1,111,3
371,Robert Hart,989,2,4683.94,1,1,1,111,3
11,Jessica Martin,983,1,8951.17,1,1,1,111,3
538,Patricia Bush,982,1,7305.08,1,1,1,111,3
325,Audrey Nichols,976,1,3646.0,1,1,1,111,3
268,Kimberly Johnsonğ,969,2,12208.97,1,1,1,111,3
545,Unknown Customer,955,2,9776.39,1,1,1,111,3
165,John Campos,952,2,11611.11,1,1,1,111,3
489,Micheal Bonilla,926,2,7402.82,1,1,1,111,3
294,Lisa Peck,913,2,11608.79,1,1,1,111,3
420,Michael Cooper,908,2,10071.07,1,1,1,111,3
59,Nicole Johnson,876,2,12441.11,1,1,1,111,3
277,David Harris,857,1,14191.39,1,1,1,111,3
291,Jessica Valencia,848,2,10238.99,1,1,1,111,3
434,Leonard Hayes™,845,2,4430.6,1,1,1,111,3
581,Gina Little,818,1,12232.58,1,1,1,111,3
800,Unknown Customer,810,1,7878.74,1,1,1,111,3
450,Stephanie Murphy,791,2,3944.42,1,1,1,111,3
177,Eric Perry,785,1,14559.04,1,1,1,111,3
5,Roberto Ramirez,776,1,13765.58,1,1,1,111,3
480,Alexandria Baker,771,1,4204.34,1,1,1,111,3
789,James Moss,767,1,9852.8,1,1,1,111,3
238,Erica Young,764,2,13173.55,1,1,1,111,3
514,Paul White,730,1,12277.78,1,1,1,111,3
467,Jamie Lawson,722,1,5133.78,1,1,1,111,3
754,Melissa Gonzalez,718,1,1104.0,1,1,1,111,3
457,Brett Garrett,694,1,11825.39,1,1,1,111,3
