customer_id,name,email,undelivered_orders,last_order_date,statuses
576,Justin Cohen,rogersjoshua@example.com,3,2026-07-13,"RETURNED,REFUNDED,PENDING"
585,Steven Wilson,kennedyjames@example.com,3,2025-09-19,"PENDING,CANCELLED,SHIPPED"
592,Stephanie Mcclain,andrewsmith@example.com,3,2025-06-24,"PROCESSING,SHIPPED,RETURNED"
602,Elaine Nelson,robertroach@example.com,3,2025-04-28,"PENDING,PROCESSING,RETURNED"
612,Lisa White,rrivers@example.com,3,2026-07-27,"PROCESSING,PENDING"
614,Garrett Anderson,jarvismegan@example.com,3,2025-10-09,"PROCESSING,SHIPPED"
623,Tara Williams,ppowell@example.com,3,2024-03-17,"REFUNDED,PENDING,SHIPPED"
629,Jennifer Wilson,aaronkelly@example.com,3,2025-12-11,"REFUNDED,CANCELLED"
642,William Benson,hodgesanna@example.com,3,2023-09-30,"RETURNED,SHIPPED,PENDING"
643,Brandi Bender,icraig@example.com,3,2025-12-05,"SHIPPED,CANCELLED"
655,Bill Mcfarland,ayalacolleen@example.com,3,2025-06-22,"REFUNDED,SHIPPED,PENDING"
687,Charles Jones,hessbeth@example.com,3,2026-05-26,"CANCELLED,REFUNDED,PENDING"
695,Bill Wong😀,mary49@example.com,3,2026-01-02,"REFUNDED,PROCESSING"
720,Timothy Wood,tking@example.com,3,2025-02-14,"PENDING,REFUNDED,PROCESSING"
729,Zachary Hall,warddiana@example.com,3,2025-08-06,"SHIPPED,PROCESSING"
732,Jessica Hansen,michael43@example.com,3,2023-05-21,"REFUNDED,PROCESSING,SHIPPED"
745,Leslie Villanueva,travis84@example.com,3,2025-01-23,"PROCESSING,RETURNED"
752,Michael Morales,ashleykrause@example.com,3,2026-01-07,"REFUNDED,CANCELLED"
753,Gina Olsen,linda86@example.com,3,2026-07-30,"CANCELLED,RETURNED,PROCESSING"
787,Charles Harrison,lisa01@example.com,3,2026-05-28,"PENDING,REFUNDED,SHIPPED"
21,Unknown Customer,ericfarmer@example.com,2,2023-03-06,"PENDING,RETURNED"
46,Anna Garcia,williamanderson@example.com,2,2025-01-27,"PROCESSING,RETURNED"
53,Tina Martin,hhoffman@example.com,2,2024-12-13,"PENDING,RETURNED"
54,Charles Ware,amydavenport@example.com,2,2026-01-25,SHIPPED
71,Diana Marshall,williamleon@example.com,2,2025-07-20,"PROCESSING,CANCELLED"
82,Kimberly Washington,scott43@example.com,2,2025-12-15,"SHIPPED,RETURNED"
89,Todd Price,dramsey@example.com,2,2025-07-31,PROCESSING
95,Karen Herring,howelljohn@example.com,2,2024-02-18,"REFUNDED,CANCELLED"
97,Miguel Obrien,stricklandfrank@example.com,2,2024-10-07,"PROCESSING,REFUNDED"
100,Melissa Burke,reedross@example.com,2,2025-10-16,"REFUNDED,PROCESSING"
107,Lauren Peterson,angela83@example.com,2,2024-11-08,"CANCELLED,PROCESSING"
114,Jeremy White,joshuamccann@example.com,2,2025-03-07,"RETURNED,PROCESSING"
121,Brian Choi,colleenbaker@example.com,2,2024-08-15,"CANCELLED,RETURNED"
125,Ronald Stephens,rebekahserrano@example.com,2,2026-07-08,"PROCESSING,SHIPPED"
137,Anthony Mccoy,jennifercollins@example.com,2,2025-06-10,"PENDING,RETURNED"
150,Eric Harrison,cindy61@example.com,2,2025-09-08,"RETURNED,REFUNDED"
169,Tammy Phillips,linda71@example.com,2,2024-04-17,"CANCELLED,REFUNDED"
188,Bradley Logan,stephen00@example.com,2,2026-04-20,"SHIPPED,REFUNDED"
235,Chris Richard,stanleynancy@example.com,2,2025-07-24,"PENDING,REFUNDED"
239,Amanda Collins,mmckee@example.com,2,2026-03-16,"PENDING,RETURNED"
244,Dylan Kim,lisawilkerson@example.com,2,2026-08-10,"RETURNED,CANCELLED"
267,William Brady,thomascathy@example.com,2,2025-07-11,CANCELLED
273,Justin Hendricks,davidfarrell@example.com,2,2024-10-28,"REFUNDED,PROCESSING"
286,Rachel Morgan,bryananthony@example.com,2,2025-04-03,PROCESSING
290,Scott Washington,catherine55@example.com,2,2023-08-02,"RETURNED,PROCESSING"
293,Brent Dougherty,kwright@example.com,2,2024-11-14,PENDING
319,Jennifer Reed,julie33@example.com,2,2026-05-16,"CANCELLED,PENDING"
327,Tyler Zuniga,nancy04@example.com,2,2026-06-25,"CANCELLED,SHIPPED"
346,Unknown Customer,andersenthomas@example.com,2,2026-01-10,"SHIPPED,PENDING"
355,Scott Fernandez,taylorvictoria@example.com,2,2026-06-18,"CANCELLED,PROCESSING"
364,Joseph Nunez,russojacob@example.com,2,2025-12-11,"PROCESSING,CANCELLED"
386,Ariel Hodge,hallrachel@example.com,2,2023-02-18,"PENDING,PROCESSING"
420,Michael Cooper,adrianabailey@example.com,2,2024-02-13,"SHIPPED,RETURNED"
434,Leonard Hayes™,stephanie72@example.com,2,2024-04-16,"RETURNED,SHIPPED"
473,Jennifer Wang,imiller@example.com,2,2026-08-09,"PROCESSING,RETURNED"
486,Emily Williams,finleycasey@example.com,2,2025-07-17,"REFUNDED,PROCESSING"
497,Mark Chavez,hardingderek@example.com,2,2024-10-14,"REFUNDED,RETURNED"
533,Samuel Barnes,ysnyder@example.com,2,2026-04-07,"PROCESSING,PENDING"
557,Justin Nichols,pbaker@example.com,2,2024-06-24,"PENDING,CANCELLED"
559,Charlotte Steele,vpreston@example.com,2,2026-02-04,"SHIPPED,PROCESSING"
568,William Reid,allentracy@example.com,2,2026-06-19,"RETURNED,PENDING"
578,Rachel Trujillo,rguerrero@example.com,2,2025-07-06,"PENDING,REFUNDED"
581,Gina Little,william28@example.com,2,2025-08-20,"REFUNDED,SHIPPED"
601,Johnny Miles,turnerdorothy@example.com,2,2024-10-02,"SHIPPED,PENDING"
606,Jimmy Smith,conleyelizabeth@example.com,2,2025-10-29,"RETURNED,SHIPPED"
616,Kimberly Carr,timothyfreeman@example.com,2,2023-05-08,"CANCELLED,PENDING"
634,Mary Chapman,lellis@example.com,2,2026-05-04,SHIPPED
635,Stephanie Taylor,morenobrandon@example.com,2,2025-09-17,"PROCESSING,PENDING"
638,Tiffany Moon,joshuastuart@example.com,2,2025-09-23,"CANCELLED,SHIPPED"
646,Frances Thomas,james80@example.com,2,2024-06-22,"REFUNDED,CANCELLED"
662,Unknown Customer,willie87@example.com,2,2025-07-09,"PROCESSING,SHIPPED"
671,Sarah Rodriguez,catherine47@example.com,2,2025-08-28,"REFUNDED,CANCELLED"
692,Erik Knight,jillwebb@example.com,2,2025-11-12,"PENDING,SHIPPED"
698,Zachary Gomez,tommy79@example.com,2,2024-05-18,"REFUNDED,CANCELLED"
706,Catherine Ruiz,jeffreyjenkins@example.com,2,2025-05-07,RETURNED
708,Gary Jennings,ecarlson@example.com,2,2025-03-31,"PROCESSING,PENDING"
717,Adrian Pena,robert12@example.com,2,2025-03-02,"REFUNDED,PROCESSING"
722,Julie Griffin,craigromero@example.com,2,2025-02-16,"PROCESSING,RETURNED"
735,Daryl Palmer,heather69@example.com,2,2023-11-30,"PROCESSING,CANCELLED"
742,Jill Salas,jameswright@example.com,2,2026-03-17,PENDING
750,Jordan Dunn,thomas95@example.com,2,2022-11-02,"REFUNDED,RETURNED"
755,Robert Taylor,kristen44@example.com,2,2026-02-28,"SHIPPED,RETURNED"
756,Anna Bradley,vaughnbrian@example.com,2,2023-10-13,"REFUNDED,RETURNED"
762,Crystal Thomas,robert99@example.com,2,2024-11-13,"PROCESSING,RETURNED"
764,Denise Page,cnelson@example.com,2,2025-09-07,"REFUNDED,SHIPPED"
767,Garrett Garcia,bkelley@example.com,2,2026-08-10,"PROCESSING,SHIPPED"
768,Kelli Warren,bakereric@example.com,2,2026-01-09,"SHIPPED,CANCELLED"
789,James Moss,thomasmaldonado@example.com,2,2024-07-03,"SHIPPED,CANCELLED"
795,Eric Davis,sarah00@example.com,2,2025-09-23,CANCELLED
5,Roberto Ramirez,curtis61@example.com,1,2024-06-24,PENDING
11,Jessica Martin,veronica83@example.com,1,2023-11-30,SHIPPED
87,Kenneth Price,vmedina@example.com,1,2024-11-05,PENDING
133,Lisa Pierce,edwardsmarcus@example.com,1,2025-05-20,PROCESSING
141,James Greene,michellehill@example.com,1,2024-03-02,CANCELLED
194,Robert Wilcox,ublair@example.com,1,2026-05-23,SHIPPED
201,Lindsay Bruce,lynchdiane@example.com,1,2025-12-15,RETURNED
203,Howard Thomas,vjones@example.com,1,2026-04-24,REFUNDED
219,Gregory Mejia,wwebster@example.com,1,2022-10-16,PENDING
234,Jason Meza,jeremytaylor@example.com,1,2025-11-03,CANCELLED
240,Micheal Valentine,xhammond@example.com,1,2025-12-12,REFUNDED
262,Tyler Jimenez,laurie61@example.com,1,2023-06-20,RETURNED
263,Ryan Carney,manuel15@example.com,1,2025-09-13,PROCESSING
277,David Harris,kristyjohnson@example.com,1,2024-04-04,RETURNED
281,Erin Cooper,katrinaanderson@example.com,1,2023-06-21,SHIPPED
282,Wesley Oneill,holmeskevin@example.com,1,2024-05-13,CANCELLED
309,George Fuller,rhernandez@example.com,1,2026-04-26,PROCESSING
320,Maria Nelson,derrick99@example.com,1,2025-02-26,SHIPPED
321,John Williams,danawilliams@example.com,1,2022-12-29,RETURNED
340,Michael Stark,poolerebecca@example.com,1,2026-03-03,RETURNED
375,Jack Preston,warrenmary@example.com,1,2023-12-01,CANCELLED
389,Alexis Clark,thickman@example.com,1,2023-10-13,REFUNDED
403,Kevin Patton,sheryl79@example.com,1,2026-08-05,RETURNED
407,Raymond Flores,yfaulkner@example.com,1,2025-07-20,PENDING
430,Janice Evans,powerslawrence@example.com,1,2026-01-22,RETURNED
437,Kathleen Carter,amandajackson@example.com,1,2025-06-12,PENDING
438,Stephen Newton,hdunn@example.com,1,2024-12-14,PENDING
446,Robert Brown,jacquelineanderson@example.com,1,2024-01-13,CANCELLED
447,Dustin Morris™,kburns@example.com,1,2022-09-03,CANCELLED
470,David Valenciañ,rdiaz@example.com,1,2023-02-05,RETURNED
477,Cheryl Brown™,davidzimmerman@example.com,1,2023-05-05,REFUNDED
517,Barbara Mcgrath,savannah22@example.com,1,2022-10-22,REFUNDED
563,Joseph Butler,lopezjason@example.com,1,2024-11-16,PENDING
566,Ashley Thompson,marywright@example.com,1,2022-10-02,SHIPPED
609,Morgan Phelps,ronald11@example.com,1,2023-10-07,SHIPPED
628,Martin Saunders,xmoran@example.com,1,2026-08-10,RETURNED
670,Adam Cortez,haynescharles@example.com,1,2025-11-25,SHIPPED
694,Brad Clark,paul70@example.com,1,2024-10-16,REFUNDED
718,Ronald Richards,ncunningham@example.com,1,2025-03-28,CANCELLED
725,Christopher Baker,lynchjenny@example.com,1,2024-02-06,CANCELLED
726,Sarah Morales,jennifer90@example.com,1,2026-04-25,REFUNDED
751,Michael Jimenez,xhaynes@example.com,1,2024-02-06,CANCELLED
773,Kaitlyn Wiley,regina78@example.com,1,2024-07-02,CANCELLED
774,Jeremy Davis,robert24@example.com,1,2022-11-24,CANCELLED
785,Jeff Fisher,dbolton@example.com,1,2026-02-04,PENDING
800,Unknown Customer,mikayla98@example.com,1,2024-05-21,SHIPPED
