customer_id,name,email,customer_type,region,city,joined_date,customer_name,registration_date
251,Candice Smith,jennifercarter@example.com,PREMIUM,Middle East,Berlin,2024-10-18,Candice Smith,2024-10-18
252,Aaron Gomez,qlopez@example.com,VIP,South America,Phoenix,2025-01-12,Aaron Gomez,2025-01-12
253,Christopher Villegas,myerstheodore@example.com,PREMIUM,Africa,Singapore,2022-11-23,Christopher Villegas,2022-11-23
254,Cynthia Zavala,kellycarlos@example.com,NEW,Asia Pacific,Sao Paulo,2023-09-08,Cynthia Zavala,2023-09-08
255,John Sandoval,dennis58@example.com,PREMIUM,Asia Pacific,Cape Town,2023-01-18,John Sandoval,2023-01-18
256,Matthew Day,epollard@example.com,PREMIUM,Europe,Dubai,2026-02-19,Matthew Day,2026-02-19
257,Crystal Cain,mjohnson@example.com,VIP,Asia Pacific,Los Angeles,2022-11-16,Crystal Cain,2022-11-16
258,Bradley Gonzalez,sarah86@example.com,PREMIUM,Asia Pacific,Toronto,2022-10-14,Bradley Gonzalez,2022-10-14
259,Veronica Daniels,mullinsjames@example.com,REGULAR,Africa,Singapore,2023-09-07,Veronica Daniels,2023-09-07
260,Michael Norman,joshua56@example.com,PREMIUM,Middle East,Sydney,2026-04-15,Michael Norman,2026-04-15
261,Pamela Paul,lmorgan@example.com,NEW,Asia Pacific,Singapore,2026-05-30,Pamela Paul,2026-05-30
262,Tyler Jimenez,laurie61@example.com,REGULAR,Middle East,Phoenix,2026-07-15,Tyler Jimenez,2026-07-15
263,Ryan Carney,manuel15@example.com,PREMIUM,Europe,Berlin,2023-05-17,Ryan Carney,2023-05-17
264,Donna Parker,cjackson@example.com,NEW,Africa,Singapore,2025-03-03,Donna Parker,2025-03-03
266,Danielle Moody,lambertrichard@example.com,REGULAR,Asia Pacific,Berlin,2022-11-07,Danielle Moody,2022-11-07
267,William Brady,thomascathy@example.com,REGULAR,Middle East,Singapore,2023-04-15,William Brady,2023-04-15
268,Kimberly Johnsonğ,kimberlydiaz@example.com,VIP,North America,Cape Town,2022-11-22,Kimberly Johnsonğ,2022-11-22
269,Patrick Bradley,erikarush@example.com,PREMIUM,South America,Tokyo,2025-03-06,Patrick Bradley,2025-03-06
270,Nathan Hines,alyssasanders@example.com,NEW,Asia Pacific,Berlin,2025-01-17,Nathan Hines,2025-01-17
271,Debra Wright,fitzgeraldvictor@example.com,REGULAR,North America,Sao Paulo,2023-02-02,Debra Wright,2023-02-02
272,Unknown Customer,jane39@example.com,NEW,Africa,Houston,2023-09-20,Unknown Customer,2023-09-20
273,Justin Hendricks,davidfarrell@example.com,NEW,Unknown,Tokyo,2024-09-11,Justin Hendricks,2024-09-11
274,Shannon Roach,cochrantammy@example.com,PREMIUM,Middle East,Sao Paulo,2024-07-01,Shannon Roach,2024-07-01
275,Valerie Contreras,piercekelly@example.com,NEW,Africa,Toronto,2025-08-16,Valerie Contreras,2025-08-16
276,Kevin Moore,laurahicks@example.com,REGULAR,Middle East,Mumbai,2025-08-16,Kevin Moore,2025-08-16
277,David Harris,kristyjohnson@example.com,NEW,Unknown,Dubai,2023-03-13,David Harris,2023-03-13
278,Angela Wood,cherylmiller@example.com,NEW,North America,Sydney,2026-01-09,Angela Wood,2026-01-09
279,Unknown Customer,xfox@example.com,PREMIUM,Africa,Mumbai,2025-08-30,Unknown Customer,2025-08-30
281,Erin Cooper,katrinaanderson@example.com,REGULAR,Middle East,Toronto,2026-05-04,Erin Cooper,2026-05-04
282,Wesley Oneill,holmeskevin@example.com,PREMIUM,Middle East,Sao Paulo,2026-02-21,Wesley Oneill,2026-02-21
283,Fernando Donovan,stacey84@example.com,PREMIUM,Asia Pacific,Sydney,2023-07-26,Fernando Donovan,2023-07-26
284,Meghan King,david49@example.com,NEW,Middle East,Dubai,2025-04-22,Meghan King,2025-04-22
286,Rachel Morgan,bryananthony@example.com,VIP,Middle East,Paris,2026-07-15,Rachel Morgan,2026-07-15
287,Brandon May,debra96@example.com,NEW,Middle East,Toronto,2025-01-21,Brandon May,2025-01-21
288,Christine Johnson,dawn47@example.com,PREMIUM,Middle East,London,2026-05-22,Christine Johnson,2026-05-22
289,John Aguirre,shawn02@example.com,PREMIUM,Asia Pacific,Chicago,2024-05-01,John Aguirre,2024-05-01
290,Scott Washington,catherine55@example.com,VIP,South America,Phoenix,2023-06-22,Scott Washington,2023-06-22
291,Jessica Valencia,kathleenrobertson@example.com,NEW,Middle East,Cape Town,2024-04-20,Jessica Valencia,2024-04-20
292,Daniel Allen,shannon21@example.com,REGULAR,North America,Mumbai,2023-02-16,Daniel Allen,2023-02-16
293,Brent Dougherty,kwright@example.com,NEW,Europe,Cape Town,2026-04-13,Brent Dougherty,2026-04-13
294,Lisa Peck,james27@example.com,PREMIUM,Asia Pacific,Dubai,2025-09-03,Lisa Peck,2025-09-03
295,Wendy Owens,tyler16@example.com,REGULAR,Asia Pacific,Cape Town,2026-05-06,Wendy Owens,2026-05-06
296,William Levy,brandon47@example.com,VIP,Europe,Paris,2023-07-10,William Levy,2023-07-10
297,Carla Cameron,amitchell@example.com,REGULAR,Europe,New York,2025-06-19,Carla Cameron,2025-06-19
298,Melanie Jordan,jessica65@example.com,PREMIUM,Middle East,London,2026-05-11,Melanie Jordan,2026-05-11
299,Brandon Williams,michaelroberts@example.com,PREMIUM,South America,Cape Town,2024-12-29,Brandon Williams,2024-12-29
300,Paul Cole,marcia99@example.com,NEW,Unknown,Tokyo,2024-12-11,Paul Cole,2024-12-11
301,Unknown Customer,laura58@example.com,PREMIUM,Europe,Dubai,2024-04-12,Unknown Customer,2024-04-12
302,Sheila Fischer,cporter@example.com,VIP,Middle East,Sao Paulo,2023-06-15,Sheila Fischer,2023-06-15
303,Benjamin Reeves,jstone@example.com,VIP,Middle East,Phoenix,2026-01-09,Benjamin Reeves,2026-01-09
304,Catherine Robertson,francisco94@example.com,PREMIUM,Middle East,Phoenix,2024-01-01,Catherine Robertson,2024-01-01
305,Brittney Romero,terickson@example.com,PREMIUM,Middle East,Sydney,2024-10-09,Brittney Romero,2024-10-09
306,Thomas Smith,whitneybrandy@example.com,VIP,North America,Paris,2024-01-06,Thomas Smith,2024-01-06
307,Laura Swanson,carlsonjoseph@example.com,NEW,Asia Pacific,Dubai,2025-07-13,Laura Swanson,2025-07-13
308,Diana Stanton,jennifersilva@example.com,VIP,South America,London,2025-01-24,Diana Stanton,2025-01-24
309,George Fuller,rhernandez@example.com,REGULAR,Middle East,Mumbai,2025-03-29,George Fuller,2025-03-29
310,John Armstrong,leescott@example.com,PREMIUM,Asia Pacific,Berlin,2025-08-02,John Armstrong,2025-08-02
311,Robert Gutierrez,nshaw@example.com,REGULAR,Asia Pacific,Houston,2023-06-22,Robert Gutierrez,2023-06-22
312,Samantha Salas,thorntonapril@example.com,VIP,Africa,Cape Town,2025-09-26,Samantha Salas,2025-09-26
313,Ann Bolton,ledwards@example.com,REGULAR,Middle East,Tokyo,2024-08-22,Ann Bolton,2024-08-22
314,Steve Patel,erica49@example.com,VIP,Middle East,Houston,2024-12-05,Steve Patel,2024-12-05
315,Todd Bernard,jeffrey44@example.com,VIP,Africa,Phoenix,2023-10-17,Todd Bernard,2023-10-17
316,Janet Vaughn,timothy84@example.com,NEW,Asia Pacific,Tokyo,2024-09-07,Janet Vaughn,2024-09-07
317,Keith Berry,zhuang@example.com,NEW,Middle East,Mumbai,2024-11-30,Keith Berry,2024-11-30
318,Loretta Blevins,kellyroberts@example.com,REGULAR,Africa,Mumbai,2026-01-10,Loretta Blevins,2026-01-10
319,Jennifer Reed,julie33@example.com,PREMIUM,Asia Pacific,Sydney,2024-06-27,Jennifer Reed,2024-06-27
320,Maria Nelson,derrick99@example.com,VIP,Africa,Los Angeles,2024-12-30,Maria Nelson,2024-12-30
321,John Williams,danawilliams@example.com,PREMIUM,Asia Pacific,Cape Town,2026-06-16,John Williams,2026-06-16
322,Robert Love,adampierce@example.com,PREMIUM,Europe,Mumbai,2023-01-13,Robert Love,2023-01-13
323,Sarah Russell,mwoods@example.com,NEW,Africa,Berlin,2026-08-01,Sarah Russell,2026-08-01
324,Unknown Customer,velezchristopher@example.com,PREMIUM,Middle East,New York,2023-10-27,Unknown Customer,2023-10-27
325,Audrey Nichols,gentrygregory@example.com,NEW,North America,Chicago,2025-09-06,Audrey Nichols,2025-09-06
326,Nicole Thompson,osbornrandy@example.com,PREMIUM,Asia Pacific,Phoenix,2026-07-08,Nicole Thompson,2026-07-08
327,Tyler Zuniga,nancy04@example.com,PREMIUM,Asia Pacific,Paris,2026-04-26,Tyler Zuniga,2026-04-26
328,Ashley Rodriguez,shawn88@example.com,PREMIUM,North America,Phoenix,2024-01-12,Ashley Rodriguez,2024-01-12
329,Troy Mays,znelson@example.com,VIP,South America,Chicago,2026-03-24,Troy Mays,2026-03-24
330,Daniel Martin,jennifer05@example.com,REGULAR,Africa,Paris,2024-07-22,Daniel Martin,2024-07-22
331,Krystal Bradley,gregorychase@example.com,REGULAR,South America,Houston,2025-10-29,Krystal Bradley,2025-10-29
332,Penny Wilcoxñ,christopher12@example.com,VIP,South America,Cape Town,2024-10-18,Penny Wilcoxñ,2024-10-18
333,Tina Woods,adamreyes@example.com,REGULAR,North America,New York,2026-08-02,Tina Woods,2026-08-02
334,Sean Adams,brandi90@example.com,NEW,Asia Pacific,Chicago,2024-01-04,Sean Adams,2024-01-04
335,Jose Ward,contrerassteven@example.com,REGULAR,Middle East,Phoenix,2023-08-12,Jose Ward,2023-08-12
336,Erik Parks,hannah45@example.com,REGULAR,Europe,Berlin,2026-07-13,Erik Parks,2026-07-13
337,Christina Robinson,vhernandez@example.com,REGULAR,Europe,London,2023-03-05,Christina Robinson,2023-03-05
338,Vanessa Brooks,ztodd@example.com,VIP,Middle East,Tokyo,2025-08-04,Vanessa Brooks,2025-08-04
339,Elizabeth Robinson,foxallison@example.com,REGULAR,North America,Cape Town,2023-08-29,Elizabeth Robinson,2023-08-29
340,Michael Stark,poolerebecca@example.com,REGULAR,Asia Pacific,Mumbai,2023-01-31,Michael Stark,2023-01-31
341,James Herrera,melissa71@example.com,REGULAR,Middle East,Houston,2023-04-22,James Herrera,2023-04-22
342,Erin Love,nolansean@example.com,NEW,Europe,Phoenix,2024-09-07,Erin Love,2024-09-07
343,Brian Anderson,jelliott@example.com,NEW,South America,Cape Town,2024-05-16,Brian Anderson,2024-05-16
344,Steven Roman,fosterlisa@example.com,REGULAR,Middle East,Los Angeles,2025-09-06,Steven Roman,2025-09-06
345,Julie Lane,ecooper@example.com,REGULAR,Asia Pacific,Sydney,2022-10-19,Julie Lane,2022-10-19
346,Unknown Customer,andersenthomas@example.com,VIP,Africa,Dubai,2026-05-30,Unknown Customer,2026-05-30
347,Justin White,ybrooks@example.com,PREMIUM,South America,Berlin,2023-03-08,Justin White,2023-03-08
348,Shane Starkñ,qmiller@example.com,REGULAR,Africa,Sydney,2024-03-18,Shane Starkñ,2024-03-18
349,Nancy Anderson,david86@example.com,REGULAR,South America,Unknown,2026-04-07,Nancy Anderson,2026-04-07
350,Allison Luna,avilatiffany@example.com,NEW,Africa,Houston,2023-07-21,Allison Luna,2023-07-21
351,Steven Ball,pmorrow@example.com,REGULAR,Asia Pacific,Phoenix,2024-05-29,Steven Ball,2024-05-29
352,Steven Moore,johnsondonna@example.com,VIP,Europe,Berlin,2023-05-29,Steven Moore,2023-05-29
353,Christina Mayer,allencarlos@example.com,PREMIUM,North America,Dubai,2026-05-22,Christina Mayer,2026-05-22
354,Brittney Griffin,sanchezbradley@example.com,NEW,Europe,Houston,2025-06-18,Brittney Griffin,2025-06-18
355,Scott Fernandez,taylorvictoria@example.com,REGULAR,South America,Toronto,2025-10-24,Scott Fernandez,2025-10-24
356,Jim Hendricks,barbara53@example.com,REGULAR,Africa,London,2025-01-20,Jim Hendricks,2025-01-20
357,Kevin Thomas,roberthill@example.com,NEW,North America,Phoenix,2025-05-31,Kevin Thomas,2025-05-31
358,Angela Vargas,conniesimmons@example.com,PREMIUM,Asia Pacific,Chicago,2025-09-25,Angela Vargas,2025-09-25
359,Tyler Compton,ufloyd@example.com,REGULAR,South America,Dubai,2025-05-05,Tyler Compton,2025-05-05
360,Heather Russell,iwhite@example.com,REGULAR,North America,Los Angeles,2023-11-18,Heather Russell,2023-11-18
361,Thomas Atkinson,lindamelendez@example.com,REGULAR,Asia Pacific,London,2023-11-20,Thomas Atkinson,2023-11-20
362,Anna Faulkner,paulscott@example.com,PREMIUM,North America,Berlin,2024-12-22,Anna Faulkner,2024-12-22
363,Mark Miller,christopher30@example.com,REGULAR,Europe,Cape Town,2024-07-08,Mark Miller,2024-07-08
364,Joseph Nunez,russojacob@example.com,REGULAR,Asia Pacific,Mumbai,2025-03-03,Joseph Nunez,2025-03-03
365,Kathleen Ramsey,timothybooth@example.com,VIP,Asia Pacific,New York,2024-12-25,Kathleen Ramsey,2024-12-25
366,Mason Krueger,sharonhayden@example.com,REGULAR,Asia Pacific,Berlin,2022-09-02,Mason Krueger,2022-09-02
367,David Key,heatherpadilla@example.com,REGULAR,South America,Sao Paulo,2024-08-22,David Key,2024-08-22
368,Randy Allen,oscar85@example.com,VIP,Africa,New York,2023-12-22,Randy Allen,2023-12-22
369,Kyle Ward,zowens@example.com,PREMIUM,Asia Pacific,London,2026-05-12,Kyle Ward,2026-05-12
370,Tina Harrison,robin55@example.com,NEW,North America,Paris,2026-03-06,Tina Harrison,2026-03-06
371,Robert Hart,allentran@example.com,VIP,North America,Phoenix,2023-07-19,Robert Hart,2023-07-19
372,Brandy Cortez,jameshall@example.com,VIP,Africa,Sao Paulo,2023-11-11,Brandy Cortez,2023-11-11
373,Ashley Sanchez,jonathan77@example.com,NEW,Africa,Toronto,2024-12-12,Ashley Sanchez,2024-12-12
374,Steven Oconnor,donaldpayne@example.com,VIP,South America,London,2024-02-08,Steven Oconnor,2024-02-08
375,Jack Preston,warrenmary@example.com,REGULAR,Africa,Sao Paulo,2025-05-03,Jack Preston,2025-05-03
376,Charles Meyers,gutierrezmegan@example.com,VIP,Middle East,Houston,2022-10-24,Charles Meyers,2022-10-24
377,Jesse Mann,williambrooks@example.com,VIP,South America,Chicago,2022-08-24,Jesse Mann,2022-08-24
378,Christine Estrada,bhopkins@example.com,REGULAR,Europe,Chicago,2025-03-24,Christine Estrada,2025-03-24
379,Adam Arnold,morenojoshua@example.com,NEW,Africa,London,2022-08-28,Adam Arnold,2022-08-28
380,Tiffany Smith,ldrake@example.com,REGULAR,Asia Pacific,Berlin,2026-01-24,Tiffany Smith,2026-01-24
381,Daniel Davis,jamesfox@example.com,VIP,Europe,Chicago,2023-03-29,Daniel Davis,2023-03-29
382,Lisa Adams,watsonrichard@example.com,REGULAR,Europe,Singapore,2024-04-17,Lisa Adams,2024-04-17
383,Annette Branch,gabriella10@example.com,NEW,South America,Toronto,2023-07-26,Annette Branch,2023-07-26
384,Clayton Gray,abrown@example.com,VIP,Africa,Berlin,2024-12-15,Clayton Gray,2024-12-15
385,Jacqueline Miller,vnewman@example.com,REGULAR,Unknown,Singapore,2026-03-15,Jacqueline Miller,2026-03-15
386,Ariel Hodge,hallrachel@example.com,REGULAR,Europe,Singapore,2023-01-05,Ariel Hodge,2023-01-05
387,Heather Knight,glassgabrielle@example.com,NEW,Europe,Los Angeles,2023-10-05,Heather Knight,2023-10-05
388,Juan Daniels,whitemelissa@example.com,REGULAR,South America,Houston,2025-05-28,Juan Daniels,2025-05-28
389,Alexis Clark,thickman@example.com,PREMIUM,Middle East,Sao Paulo,2023-03-21,Alexis Clark,2023-03-21
390,Francisco Allen,irhodes@example.com,NEW,Middle East,Singapore,2026-02-26,Francisco Allen,2026-02-26
391,Martin Campos,masonterri@example.com,PREMIUM,North America,Dubai,2023-03-15,Martin Campos,2023-03-15
392,Brian Kim,petersonkayla@example.com,PREMIUM,North America,Cape Town,2026-03-04,Brian Kim,2026-03-04
393,Stephanie Sanders,anthony47@example.com,VIP,Africa,Chicago,2025-11-23,Stephanie Sanders,2025-11-23
394,Tracy Kelly,llopez@example.com,NEW,North America,Cape Town,2024-03-15,Tracy Kelly,2024-03-15
395,Donna Miller,lauren11@example.com,REGULAR,North America,Houston,2025-03-27,Donna Miller,2025-03-27
396,Joseph James,jodistewart@example.com,VIP,Asia Pacific,Unknown,2025-12-09,Joseph James,2025-12-09
397,Daniel Smith,rward@example.com,REGULAR,Asia Pacific,Toronto,2023-12-01,Daniel Smith,2023-12-01
398,Curtis Miller,ghawkins@example.com,VIP,North America,Sydney,2024-06-09,Curtis Miller,2024-06-09
399,Ricky Johnson,carlsonkristen@example.com,PREMIUM,South America,Dubai,2024-02-10,Ricky Johnson,2024-02-10
400,Michelle Smith,umaxwell@example.com,REGULAR,South America,Cape Town,2024-05-13,Michelle Smith,2024-05-13
401,Rachel Stein,ginajackson@example.com,PREMIUM,North America,Sao Paulo,2023-08-22,Rachel Stein,2023-08-22
402,Joseph Adams,jacksonjoshua@example.com,PREMIUM,South America,Unknown,2023-03-24,Joseph Adams,2023-03-24
403,Kevin Patton,sheryl79@example.com,NEW,Middle East,Houston,2024-02-21,Kevin Patton,2024-02-21
404,Christina Ellis,adam65@example.com,NEW,Middle East,Mumbai,2023-03-08,Christina Ellis,2023-03-08
405,Meagan James,scott69@example.com,VIP,North America,London,2026-04-10,Meagan James,2026-04-10
406,Derek Flores,timothythompson@example.com,PREMIUM,Africa,Cape Town,2025-07-25,Derek Flores,2025-07-25
407,Raymond Flores,yfaulkner@example.com,NEW,South America,New York,2025-09-24,Raymond Flores,2025-09-24
408,John Bennett,kdiaz@example.com,VIP,Asia Pacific,Mumbai,2026-01-29,John Bennett,2026-01-29
409,James Osborn,bentonsteven@example.com,NEW,Middle East,Mumbai,2023-05-16,James Osborn,2023-05-16
410,Jeanette Gonzales,fuenteslaura@example.com,NEW,North America,Tokyo,2023-11-05,Jeanette Gonzales,2023-11-05
411,Robert Porter,john26@example.com,VIP,South America,Berlin,2025-04-19,Robert Porter,2025-04-19
412,Kristina Jones,iaguilar@example.com,VIP,Africa,New York,2025-02-23,Kristina Jones,2025-02-23
413,William Knapp,ystephens@example.com,NEW,Africa,Paris,2025-07-19,William Knapp,2025-07-19
414,Tanya Miles,rodriguezjohn@example.com,NEW,Africa,Sydney,2026-01-22,Tanya Miles,2026-01-22
415,Elizabeth Jackson,hartdeanna@example.com,REGULAR,Asia Pacific,Tokyo,2025-03-18,Elizabeth Jackson,2025-03-18
416,Deborah Rasmussen,grodriguez@example.com,VIP,Africa,Mumbai,2024-01-07,Deborah Rasmussen,2024-01-07
417,Jonathan Dixon,seanmyers@example.com,VIP,Europe,Dubai,2024-10-23,Jonathan Dixon,2024-10-23
418,Kelsey Chapman,michaeljohnson@example.com,REGULAR,Asia Pacific,Houston,2024-09-25,Kelsey Chapman,2024-09-25
419,Dan Perry,guerrajessica@example.com,PREMIUM,South America,Toronto,2022-12-21,Dan Perry,2022-12-21
420,Michael Cooper,adrianabailey@example.com,VIP,Africa,Chicago,2025-12-10,Michael Cooper,2025-12-10
421,Connor Bowen,carlos01@example.com,REGULAR,Asia Pacific,London,2024-07-12,Connor Bowen,2024-07-12
422,Andrew Cooper,sarahyang@example.com,PREMIUM,Middle East,Cape Town,2023-01-26,Andrew Cooper,2023-01-26
423,Zachary Arnold,omullen@example.com,PREMIUM,Africa,New York,2024-01-06,Zachary Arnold,2024-01-06
424,Lauren Soto✓,vfoster@example.com,PREMIUM,South America,Mumbai,2023-05-26,Lauren Soto✓,2023-05-26
425,Christina Gonzalez,tprice@example.com,REGULAR,North America,Sydney,2025-02-14,Christina Gonzalez,2025-02-14
426,Jason Ramirez,raylauren@example.com,PREMIUM,Europe,Singapore,2025-08-07,Jason Ramirez,2025-08-07
427,Amanda Diaz,qwilson@example.com,NEW,North America,Phoenix,2023-06-12,Amanda Diaz,2023-06-12
428,Michelle Rose,candice96@example.com,REGULAR,Asia Pacific,Tokyo,2025-04-28,Michelle Rose,2025-04-28
429,Brenda Bailey,rwilliamson@example.com,REGULAR,Africa,Los Angeles,2026-03-15,Brenda Bailey,2026-03-15
430,Janice Evans,powerslawrence@example.com,NEW,Africa,New York,2025-03-21,Janice Evans,2025-03-21
431,John Wilson,williambarnes@example.com,PREMIUM,Asia Pacific,Houston,2024-03-11,John Wilson,2024-03-11
432,Devin Reyes,sreid@example.com,NEW,South America,Tokyo,2023-05-25,Devin Reyes,2023-05-25
434,Leonard Hayes™,stephanie72@example.com,REGULAR,Middle East,Phoenix,2022-11-01,Leonard Hayes™,2022-11-01
435,James Cruz,fortiz@example.com,PREMIUM,Asia Pacific,Sydney,2024-12-29,James Cruz,2024-12-29
436,Robert Larsen,christopherjohnson@example.com,VIP,Europe,Toronto,2024-09-07,Robert Larsen,2024-09-07
437,Kathleen Carter,amandajackson@example.com,REGULAR,South America,London,2023-10-10,Kathleen Carter,2023-10-10
438,Stephen Newton,hdunn@example.com,REGULAR,Europe,London,2025-11-11,Stephen Newton,2025-11-11
439,Ashley Adams,amber07@example.com,NEW,Asia Pacific,London,2024-11-30,Ashley Adams,2024-11-30
440,Amy Fritz,kennethkidd@example.com,NEW,Middle East,Dubai,2023-01-16,Amy Fritz,2023-01-16
441,Shannon Bailey,gonzalesvictoria@example.com,PREMIUM,Asia Pacific,Houston,2026-01-29,Shannon Bailey,2026-01-29
442,Kimberly Youngω,michelle96@example.com,VIP,Middle East,Houston,2026-01-20,Kimberly Youngω,2026-01-20
443,Gabriel Taylor,lindahudson@example.com,NEW,South America,Los Angeles,2023-06-26,Gabriel Taylor,2023-06-26
444,Amanda Carlson,tiffany44@example.com,PREMIUM,North America,Toronto,2023-04-28,Amanda Carlson,2023-04-28
445,Unknown Customer,taylorkaren@example.com,NEW,South America,Dubai,2024-10-17,Unknown Customer,2024-10-17
446,Robert Brown,jacquelineanderson@example.com,REGULAR,Asia Pacific,New York,2023-10-14,Robert Brown,2023-10-14
447,Dustin Morris™,kburns@example.com,VIP,Middle East,Dubai,2023-08-29,Dustin Morris™,2023-08-29
448,Unknown Customer,yjones@example.com,NEW,Africa,Dubai,2024-03-14,Unknown Customer,2024-03-14
449,Nicole Davis,heather57@example.com,VIP,Middle East,Unknown,2024-10-18,Nicole Davis,2024-10-18
450,Stephanie Murphy,simonstephen@example.com,REGULAR,Europe,Paris,2022-08-13,Stephanie Murphy,2022-08-13
452,Mallory Simpson,matthew92@example.com,NEW,Africa,Phoenix,2023-12-24,Mallory Simpson,2023-12-24
453,Ashlee Washington,williamsconnie@example.com,NEW,Middle East,London,2024-01-25,Ashlee Washington,2024-01-25
454,Mary Smith,scottsmith@example.com,VIP,Middle East,Cape Town,2026-07-23,Mary Smith,2026-07-23
455,Susan Harris,nicoleturner@example.com,VIP,Europe,Phoenix,2025-07-14,Susan Harris,2025-07-14
456,Nancy Mcdowell,john52@example.com,VIP,Africa,Paris,2023-01-01,Nancy Mcdowell,2023-01-01
457,Brett Garrett,rubendavis@example.com,PREMIUM,Africa,London,2025-09-10,Brett Garrett,2025-09-10
458,Cody Lewis,brittneystone@example.com,VIP,Middle East,Cape Town,2022-12-09,Cody Lewis,2022-12-09
459,Sean Smith,mcneilrobert@example.com,NEW,North America,New York,2024-01-25,Sean Smith,2024-01-25
460,Unknown Customer,crosscurtis@example.com,VIP,Africa,Los Angeles,2024-03-27,Unknown Customer,2024-03-27
461,Lawrence Ibarra,wayala@example.com,NEW,North America,Berlin,2023-03-11,Lawrence Ibarra,2023-03-11
462,Nancy May,caseyelliott@example.com,VIP,Africa,Sao Paulo,2025-06-26,Nancy May,2025-06-26
463,Chelsey Martin,courtneyhernandez@example.com,REGULAR,North America,Paris,2024-02-06,Chelsey Martin,2024-02-06
464,Robert Parks,christophergarcia@example.com,VIP,Middle East,Paris,2026-04-06,Robert Parks,2026-04-06
465,Karen Lawrence,sylvia52@example.com,REGULAR,South America,Houston,2024-03-28,Karen Lawrence,2024-03-28
466,John Newman,kimberly04@example.com,VIP,North America,Phoenix,2023-08-30,John Newman,2023-08-30
467,Jamie Lawson,dphillips@example.com,VIP,Asia Pacific,Mumbai,2023-05-30,Jamie Lawson,2023-05-30
468,Kristen Leon,pcruz@example.com,REGULAR,Middle East,Sao Paulo,2023-08-16,Kristen Leon,2023-08-16
469,Victor Wheeler,hatfieldsarah@example.com,VIP,Europe,Singapore,2024-11-07,Victor Wheeler,2024-11-07
470,David Valenciañ,rdiaz@example.com,NEW,South America,Berlin,2025-01-08,David Valenciañ,2025-01-08
471,Gerald Ruiz,smithcarlos@example.com,REGULAR,Asia Pacific,Sydney,2025-11-18,Gerald Ruiz,2025-11-18
472,Jose Williams,ohunter@example.com,NEW,North America,Paris,2022-11-11,Jose Williams,2022-11-11
473,Jennifer Wang,imiller@example.com,REGULAR,Africa,Paris,2024-05-29,Jennifer Wang,2024-05-29
474,Amanda Hernandez,christian32@example.com,NEW,Africa,Chicago,2022-12-17,Amanda Hernandez,2022-12-17
475,Amanda Myers,collinssamuel@example.com,REGULAR,North America,Tokyo,2025-04-21,Amanda Myers,2025-04-21
476,Stephanie Allen,middletondarren@example.com,NEW,Asia Pacific,Cape Town,2023-08-24,Stephanie Allen,2023-08-24
477,Cheryl Brown™,davidzimmerman@example.com,REGULAR,Africa,Mumbai,2025-06-09,Cheryl Brown™,2025-06-09
478,Jacqueline Martin,gary24@example.com,REGULAR,Europe,Dubai,2024-01-30,Jacqueline Martin,2024-01-30
479,Unknown Customer,rogersruben@example.com,NEW,Middle East,Phoenix,2026-06-07,Unknown Customer,2026-06-07
480,Alexandria Baker,crawfordwilliam@example.com,VIP,North America,Phoenix,2025-01-21,Alexandria Baker,2025-01-21
481,Brian Villarreal,eric19@example.com,VIP,South America,Mumbai,2023-04-26,Brian Villarreal,2023-04-26
482,Emily Wilson,williamsmichelle@example.com,PREMIUM,South America,Tokyo,2025-10-03,Emily Wilson,2025-10-03
483,John Ruiz,haroldhorne@example.com,NEW,Africa,Sydney,2024-03-26,John Ruiz,2024-03-26
484,Austin Pratt,pwalker@example.com,VIP,Europe,Berlin,2025-08-23,Austin Pratt,2025-08-23
485,Robert Cortez,duncandavid@example.com,NEW,Europe,Sydney,2023-10-05,Robert Cortez,2023-10-05
486,Emily Williams,finleycasey@example.com,NEW,Unknown,Berlin,2023-07-22,Emily Williams,2023-07-22
487,Steven Campbell,mark87@example.com,VIP,Asia Pacific,Mumbai,2026-03-14,Steven Campbell,2026-03-14
488,Alan Gonzalez,jodi37@example.com,REGULAR,Europe,Phoenix,2025-01-01,Alan Gonzalez,2025-01-01
489,Micheal Bonilla,jessicapayne@example.com,REGULAR,North America,New York,2025-11-22,Micheal Bonilla,2025-11-22
490,Laura Hernandez,ijohnson@example.com,REGULAR,Middle East,Singapore,2026-07-28,Laura Hernandez,2026-07-28
491,Michael Franco,tapiaaaron@example.com,VIP,South America,Chicago,2026-05-03,Michael Franco,2026-05-03
492,Diane Sweeney,dalton83@example.com,PREMIUM,Middle East,London,2025-09-12,Diane Sweeney,2025-09-12
493,Robert Woodward,christopher38@example.com,NEW,Europe,Berlin,2023-03-19,Robert Woodward,2023-03-19
494,Unknown Customer,carpenterwilliam@example.com,VIP,Asia Pacific,Dubai,2024-07-22,Unknown Customer,2024-07-22
495,Dana Foster,grahamtamara@example.com,VIP,Africa,London,2025-02-14,Dana Foster,2025-02-14
496,Joel Green,vhaynes@example.com,REGULAR,Middle East,Berlin,2023-12-12,Joel Green,2023-12-12
497,Mark Chavez,hardingderek@example.com,NEW,Middle East,Dubai,2023-08-07,Mark Chavez,2023-08-07
498,Kayla Rodriguez,shannonedwards@example.com,PREMIUM,South America,Houston,2023-01-21,Kayla Rodriguez,2023-01-21
499,David Howard,shannonford@example.com,NEW,Asia Pacific,London,2025-11-18,David Howard,2025-11-18
